applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,score_base,score_with_cdr,approved
4986,26,F,White,21000,508,0.249,25,0.0454556038190779,graduate,STEM,17000.0,-0.5383636363636364,-1.0838308821925713,1
4987,25,M,White,15000,606,0.311,25,0.0454556038190779,graduate,Arts,28000.0,-0.642,-1.1874672458289348,1
4988,22,F,White,34000,669,0.2,38,0.0889068621286131,graduate,STEM,89000.0,0.12309090909090908,-0.943791436452448,1
4989,20,M,White,21000,764,0.175,73,0.0228348227025087,graduate,Business,86000.0,0.3405454545454546,0.06652758211535015,1
4990,27,M,White,12000,717,0.239,76,0.0206891202622854,undergrad,Business,19000.0,-0.06236363636363634,-0.3106330795110611,1
4991,23,F,White,7500,735,0.414,76,0.0206891202622854,undergrad,Business,15000.0,-0.37390909090909086,-0.6221785340565157,1
4992,22,M,Other,22000,534,0.524,135,0.0452137813055003,graduate,Business,81000.0,-1.1878181818181819,-1.7303835574841855,0
4993,23,M,White,47000,514,0.36,229,0.0845744546441171,graduate,Law,110000.0,-0.5825454545454545,-1.5974389102748596,0
4994,21,F,Other,4500,446,0.284,25,0.0454556038190779,undergrad,STEM,73000.0,-1.182818181818182,-1.728285427647117,0
4995,30,F,Other,29000,430,0.25,217,0.0652733104074734,undergrad,Arts,32000.0,-1.2260000000000002,-2.009279724889681,0
4996,34,M,Black,28000,719,0.131,244,0.0401675232474372,undergrad,Arts,18000.0,0.05690909090909091,-0.4251011880601555,1
4997,27,M,White,24000,678,0.159,62,0.0725423339255437,undergrad,Business,37000.0,0.027818181818181825,-0.8426898252883425,1
4998,29,M,Other,19000,384,0.235,135,0.0452137813055003,undergrad,STEM,61000.0,-1.2232727272727273,-1.765838102938731,0
4999,26,M,Asian,40000,774,0.1,135,0.0452137813055003,graduate,Arts,38000.0,0.540909090909091,-0.001656284756912596,1
5000,21,F,Black,5000,385,0.423,104,0.0834136145138897,undergrad,Business,50000.0,-1.7796363636363635,-2.7805997378030396,0
5001,19,F,White,2500,727,0.129,38,0.0889068621286131,undergrad,STEM,32000.0,0.23700000000000004,-0.829882345543357,1
5002,21,F,Other,4000,619,0.085,135,0.0452137813055003,undergrad,STEM,140000.0,-0.15872727272727266,-0.7012926483932762,1
5003,19,M,White,13000,850,0.155,135,0.0452137813055003,graduate,STEM,49000.0,0.7452727272727273,0.2027073516067237,1
5004,30,M,White,22000,850,0.149,25,0.0454556038190779,undergrad,Arts,31000.0,0.4612727272727274,-0.08419451855620741,1
5005,24,F,White,25000,380,0.146,55,0.1369638718069605,undergrad,Arts,13000.0,-1.223818181818182,-2.8673846435017083,0
5006,21,M,White,47000,515,0.392,96,0.0598803195385864,graduate,Arts,23000.0,-0.9429090909090909,-1.6614729253721277,0
5007,26,M,White,27000,318,0.141,76,0.0206891202622854,graduate,STEM,8000.0,-0.9772727272727275,-1.2255421704201523,1
5008,21,M,White,20000,850,0.303,76,0.0206891202622854,graduate,Law,49000.0,0.5912727272727274,0.34300328412530257,1
5009,22,M,Black,2500,666,0.107,122,0.0715110732622415,undergrad,Arts,34000.0,-0.2408181818181818,-1.0989510609650799,1
5010,21,M,Black,39000,475,0.347,181,0.0694555405916422,graduate,STEM,88000.0,-0.8463636363636362,-1.6798301234633426,0
5011,22,F,Black,18000,727,0.155,62,0.0725423339255437,graduate,STEM,62000.0,0.32800000000000007,-0.5425080071065242,1
5012,28,F,White,49000,558,0.235,196,0.1025750047919756,undergrad,STEM,24000.0,-0.3105454545454544,-1.5414455120491617,0
5013,19,F,White,6000,718,0.119,135,0.0452137813055003,undergrad,Arts,17000.0,-0.05472727272727271,-0.5972926483932763,1
5014,34,F,White,71000,822,0.071,62,0.0725423339255437,undergrad,Business,26000.0,1.0094545454545456,0.1389465383480213,1
5015,19,F,White,3500,394,0.381,239,0.0858379021309365,undergrad,STEM,26000.0,-1.471909090909091,-2.501963916480329,0
5016,19,F,White,19000,602,0.198,135,0.0452137813055003,graduate,Arts,24000.0,-0.40654545454545454,-0.9491108302114581,1
5017,27,M,White,10000,487,0.263,15,0.058549574873081,graduate,Arts,26000.0,-1.0087272727272727,-1.7113221712042448,0
5018,19,M,Black,4000,558,0.141,70,0.0653330647666887,undergrad,Business,14000.0,-0.4925454545454545,-1.2765422317457187,0
5019,26,F,White,27000,641,0.15,47,0.0941029777396706,undergrad,STEM,40000.0,0.02927272727272731,-1.09996300560332,1
5020,28,M,Black,47000,850,0.112,135,0.0452137813055003,undergrad,Arts,14000.0,0.6852727272727274,0.14270735160672376,1
5021,28,M,White,24000,813,0.297,76,0.0206891202622854,graduate,Arts,26000.0,0.19272727272727283,-0.05554217042015197,1
5022,28,F,White,45000,608,0.509,215,0.117501396154848,undergrad,STEM,12000.0,-0.7007272727272729,-2.110744026585449,0
5023,36,F,White,26000,785,0.168,96,0.0598803195385864,undergrad,Arts,56000.0,0.1109090909090909,-0.6076547435539459,1
5024,19,F,White,1000,300,0.15,224,0.0737346298427714,undergrad,Arts,23000.0,-1.6667272727272728,-2.5515428308405297,0
5025,20,F,White,10000,485,0.043,96,0.0598803195385864,graduate,Business,76000.0,-0.47599999999999987,-1.1945638344630365,1
5026,25,M,Asian,18000,850,0.239,135,0.0452137813055003,undergrad,Arts,51000.0,0.15727272727272731,-0.38529264839327626,1
5027,36,F,Black,49000,431,0.356,140,0.1071116814332818,graduate,STEM,20000.0,-0.8643636363636364,-2.149703813563018,0
5028,30,F,White,24000,789,0.193,62,0.0725423339255437,undergrad,STEM,38000.0,0.4634545454545455,-0.4070534616519788,1
5029,19,F,White,24000,752,0.257,130,0.0737830316203467,graduate,Law,39000.0,0.4509090909090909,-0.43448728853506946,1
5030,19,M,White,18000,608,0.267,229,0.0845744546441171,graduate,Arts,35000.0,-0.5287272727272727,-1.5436207284566779,0
5031,22,F,White,3500,406,0.231,25,0.0454556038190779,undergrad,Arts,23000.0,-1.4282727272727276,-1.9737399731016625,0
5032,24,F,Asian,70000,719,0.092,45,0.0688326303912253,undergrad,Arts,26000.0,0.38690909090909087,-0.4390824737856127,1
5033,30,M,White,22000,661,0.167,213,0.0771643582178653,undergrad,Business,31000.0,-0.06200000000000003,-0.9879722986143836,1
5034,27,M,White,40000,584,0.139,62,0.0725423339255437,undergrad,Arts,44000.0,-0.478,-1.3485080071065243,0
5035,19,M,Asian,1500,434,0.156,135,0.0452137813055003,undergrad,Arts,86000.0,-1.2884545454545457,-1.8310199211205493,0
5036,20,F,Other,3500,750,0.312,127,0.0,undergrad,STEM,21000.0,-0.03936363636363635,-0.03936363636363635,1
5037,21,M,Other,6500,302,0.086,76,0.0206891202622854,undergrad,Business,47000.0,-1.3984545454545454,-1.6467239886019702,0
5038,32,M,White,18000,380,0.13,229,0.0845744546441171,undergrad,Business,110000.0,-1.1338181818181816,-2.1487116375475868,0
5039,25,M,Other,10000,619,0.073,76,0.0206891202622854,graduate,Business,40000.0,0.0512727272727273,-0.1969967158746975,1
5040,29,F,White,12000,615,0.086,165,0.0719466863863115,undergrad,Business,19000.0,-0.12727272727272723,-0.9906329639084652,1
5041,19,F,White,3500,510,0.163,217,0.0652733104074734,undergrad,Arts,27000.0,-0.9140909090909091,-1.6973706339805898,0
5042,19,F,White,55000,330,0.104,96,0.0598803195385864,graduate,Business,73000.0,-0.8916363636363634,-1.6102001980994003,0
5043,19,M,White,8000,850,0.265,25,0.0454556038190779,undergrad,Arts,22000.0,0.14527272727272725,-0.4001945185562076,1
5044,28,F,White,22000,639,0.114,123,0.0184661476241641,graduate,STEM,12000.0,0.214,-0.007593771489969231,1
5045,23,M,Other,1500,642,0.359,135,0.0452137813055003,undergrad,STEM,10000.0,-0.538090909090909,-1.0806562847569126,1
5046,31,F,White,15000,724,0.281,17,0.0803221055147287,undergrad,Arts,39000.0,-0.30290909090909096,-1.2667743570858354,0
5047,32,M,White,19000,794,0.199,135,0.0452137813055003,graduate,Arts,63000.0,0.1896363636363637,-0.3529290120296399,1
5048,24,F,White,20000,578,0.193,135,0.0452137813055003,undergrad,Arts,22000.0,-0.6278181818181818,-1.1703835574841854,1
5049,22,M,White,3000,657,0.194,96,0.0598803195385864,undergrad,Arts,47000.0,-0.5445454545454546,-1.2631092890084914,0
5050,19,F,Other,30000,462,0.304,25,0.0454556038190779,graduate,Business,76000.0,-0.9616363636363637,-1.5071036094652985,0
5051,28,F,White,51000,519,0.381,229,0.0845744546441171,graduate,STEM,17000.0,-0.5823636363636362,-1.5972570920930413,0
5052,21,F,White,1000,668,0.154,76,0.0206891202622854,undergrad,Business,11000.0,-0.13654545454545453,-0.38481489769287935,1
5053,23,M,White,6500,472,0.06,23,0.3748923690837981,undergrad,Business,50000.0,-0.7282727272727272,-5.2269811562783035,0
5054,22,M,White,2000,349,0.353,135,0.0452137813055003,undergrad,Business,9000.0,-1.6885454545454543,-2.231110830211458,0
5055,27,F,Black,12000,452,0.239,232,0.0830288146298239,graduate,Arts,29000.0,-1.0759999999999998,-2.0723457755578867,0
5056,26,F,White,14000,718,0.154,25,0.0454556038190779,graduate,Arts,47000.0,-0.02672727272727271,-0.5721945185562075,1
5057,19,F,White,6000,715,0.311,211,0.0262039808823449,undergrad,STEM,20000.0,-0.14963636363636362,-0.4640841342245024,1
5058,30,M,White,40000,850,0.221,76,0.0206891202622854,undergrad,Arts,41000.0,0.3252727272727274,0.07700328412530258,1
5059,23,F,White,32000,773,0.32,248,0.0114381620879679,graduate,Law,44000.0,0.34927272727272723,0.21201478221711242,1
5060,20,M,White,1500,850,0.234,15,0.058549574873081,undergrad,Business,48000.0,0.2682727272727273,-0.4343221712042448,1
5061,26,F,White,18000,659,0.153,229,0.0845744546441171,undergrad,Arts,41000.0,-0.3652727272727273,-1.3801661830021326,0
5062,19,M,White,5000,598,0.168,128,0.0627335567719358,undergrad,STEM,18000.0,-0.295090909090909,-1.0478935903541386,1
5063,26,M,Other,26000,406,0.103,76,0.0206891202622854,graduate,STEM,21000.0,-0.5872727272727274,-0.8355421704201522,1
5064,23,F,Black,18000,584,0.123,25,0.0454556038190779,graduate,STEM,30000.0,-0.027999999999999997,-0.5734672458289348,1
5065,25,M,White,35000,630,0.055,135,0.0452137813055003,graduate,Arts,34000.0,0.07727272727272724,-0.46529264839327633,1
5066,25,F,Black,36000,604,0.236,96,0.0598803195385864,undergrad,Arts,48000.0,-0.6232727272727272,-1.341836561735764,0
5067,22,F,White,27000,757,0.114,62,0.0725423339255437,graduate,Business,50000.0,0.4730909090909091,-0.3974170980156152,1
5068,23,F,White,14000,500,0.386,96,0.0598803195385864,graduate,Law,52000.0,-0.8834545454545455,-1.6020183799175822,0
5069,19,F,Black,7000,622,0.154,110,0.1297935402004485,undergrad,Arts,23000.0,-0.4678181818181818,-2.0253406642235636,0
5070,27,M,Other,37000,645,0.198,135,0.0452137813055003,undergrad,STEM,19000.0,0.007818181818181807,-0.5347471938478218,1
5071,22,F,White,16000,646,0.146,128,0.0627335567719358,graduate,STEM,23000.0,0.1394545454545455,-0.6133481358086841,1
5072,19,F,Black,8000,579,0.135,135,0.0452137813055003,undergrad,Business,19000.0,-0.3801818181818182,-0.9227471938478218,1
5073,29,M,Other,46000,679,0.024,217,0.0652733104074734,undergrad,STEM,16000.0,0.5334545454545454,-0.24982517943513538,1
5074,24,M,White,32000,625,0.134,76,0.0206891202622854,graduate,Business,45000.0,-0.016909090909090957,-0.26517853405651576,1
5075,23,F,White,4000,590,0.122,215,0.117501396154848,undergrad,Business,18000.0,-0.33818181818181814,-1.7481985720399942,0
5076,19,M,White,2500,500,0.256,96,0.0598803195385864,undergrad,Arts,20000.0,-1.1424545454545456,-1.8610183799175823,0
5077,24,M,White,28000,659,0.175,135,0.0452137813055003,undergrad,Arts,42000.0,-0.3492727272727273,-0.8918381029387309,1
5078,25,M,Other,14000,300,0.071,23,0.3748923690837981,undergrad,Business,40000.0,-1.2307272727272724,-5.729435701732849,0
5079,22,F,Other,15000,501,0.208,135,0.0452137813055003,graduate,Arts,17000.0,-0.8178181818181819,-1.3603835574841856,0
5080,22,M,White,3500,574,0.304,151,0.0588929457918646,undergrad,Business,13000.0,-0.7633636363636364,-1.4700789858660115,0
5081,33,M,White,60000,500,0.369,135,0.0452137813055003,undergrad,Arts,25000.0,-1.0234545454545454,-1.566019921120549,0
5082,26,F,White,26000,763,0.244,73,0.0228348227025087,undergrad,Arts,63000.0,-0.12109090909090911,-0.3951087815210136,1
5083,21,F,Other,7500,850,0.225,96,0.0598803195385864,undergrad,Arts,80000.0,0.12227272727272726,-0.5962911071903094,1
5084,25,F,White,45000,343,0.362,135,0.0452137813055003,undergrad,STEM,34000.0,-1.3703636363636365,-1.91292901202964,0
5085,27,F,White,41000,650,0.163,62,0.0725423339255437,undergrad,Arts,54000.0,-0.28,-1.1505080071065243,1
5086,25,M,White,16000,589,0.087,143,0.3225492305952699,graduate,STEM,24000.0,0.05018181818181813,-3.8204089489614206,0
5087,20,F,White,3500,850,0.244,76,0.0206891202622854,undergrad,Arts,28000.0,0.16027272727272732,-0.08799671587469748,1
5088,22,F,White,4000,667,0.068,25,0.0454556038190779,undergrad,Business,32000.0,0.049818181818181824,-0.495649064010753,1
5089,21,F,White,4000,300,0.26,148,0.0975494628796399,undergrad,Arts,27000.0,-1.8687272727272728,-3.0393208272829515,0
5090,19,M,White,3500,582,0.194,135,0.0452137813055003,undergrad,STEM,18000.0,-0.4142727272727273,-0.956838102938731,1
5091,28,F,Black,14000,817,0.116,96,0.0598803195385864,undergrad,Arts,10000.0,0.3592727272727273,-0.35929110719030943,1
5092,30,M,White,29000,702,0.103,47,0.0941029777396706,undergrad,Arts,23000.0,0.05709090909090911,-1.0721448237851383,1
5093,22,M,White,2500,713,0.228,125,0.076007198487916,undergrad,STEM,14000.0,-0.011909090909090897,-0.9239954727640829,1
5094,19,M,Other,13000,639,0.164,5,0.1198171740714977,graduate,Arts,38000.0,-0.24,-1.6778060888579722,0
5095,30,M,White,26000,635,0.323,147,0.1173572203571072,graduate,STEM,72000.0,-0.2945454545454545,-1.7028320988307408,0
5096,28,F,Other,27000,667,0.233,74,0.1617494568275518,graduate,STEM,26000.0,0.10781818181818181,-1.8331753001124396,0
5097,25,F,Other,13000,300,0.13,135,0.0452137813055003,undergrad,STEM,27000.0,-1.2547272727272727,-1.7972926483932763,0
5098,25,M,White,12000,806,0.206,122,0.0715110732622415,undergrad,Business,34000.0,0.32727272727272727,-0.5308601518741708,1
5099,30,F,White,24000,850,0.074,37,0.0626858966647204,undergrad,Business,35000.0,0.8232727272727273,0.07104196729608259,1
5100,23,F,White,7500,848,0.047,229,0.0845744546441171,undergrad,Arts,24000.0,0.5710000000000001,-0.4438934557294051,1
5101,19,M,Other,7000,755,0.132,104,0.0834136145138897,undergrad,Business,53000.0,0.15981818181818183,-0.8411451923484945,1
5102,30,M,White,44000,300,0.289,212,0.0192123729913557,undergrad,Arts,80000.0,-1.786727272727273,-2.0172757486235415,0
5103,19,M,Other,3000,556,0.141,135,0.0452137813055003,undergrad,Arts,27000.0,-0.7058181818181818,-1.2483835574841855,0
5104,19,M,White,5000,818,0.02,76,0.0206891202622854,undergrad,Arts,22000.0,0.500909090909091,0.25263964776166614,1
5105,29,F,White,12000,611,0.28,96,0.0598803195385864,undergrad,STEM,21000.0,-0.4298181818181818,-1.1483820162812186,1
5106,23,M,White,7500,649,0.254,73,0.0228348227025087,undergrad,Arts,33000.0,-0.5666363636363637,-0.8406542360664682,1
5107,20,M,White,7000,739,0.184,135,0.0452137813055003,undergrad,Arts,20000.0,-0.10236363636363638,-0.64492901202964,1
5108,19,M,Black,7500,570,0.178,76,0.0206891202622854,undergrad,STEM,10000.0,-0.4019090909090908,-0.6501785340565156,1
5109,20,F,White,4000,626,0.059,62,0.0725423339255437,undergrad,Arts,29000.0,-0.2812727272727273,-1.1517807343792517,1
5110,27,M,White,28000,555,0.251,139,0.3296299630165421,undergrad,Business,54000.0,-0.6794545454545454,-4.635014101653051,0
5111,34,M,Black,61000,300,0.39,232,0.0830288146298239,undergrad,STEM,21000.0,-1.4867272727272727,-2.4830730482851595,0
5112,25,M,Black,33000,530,0.179,135,0.0452137813055003,undergrad,Business,19000.0,-0.49636363636363645,-1.03892901202964,1
5113,24,M,Other,18000,508,0.139,23,0.3748923690837981,undergrad,STEM,41000.0,-0.5863636363636364,-5.0850720653692125,0
5114,25,F,White,18000,555,0.334,76,0.0206891202622854,undergrad,Business,34000.0,-0.8054545454545454,-1.0537239886019703,1
5115,22,M,Black,32000,625,0.118,135,0.0452137813055003,graduate,Arts,47000.0,-0.18490909090909094,-0.7274744665750945,1
5116,21,F,White,7500,626,0.066,76,0.0206891202622854,undergrad,Arts,44000.0,-0.3742727272727273,-0.6225421704201521,1
5117,19,M,Asian,22000,719,0.355,248,0.0114381620879679,graduate,STEM,29000.0,0.022909090909090962,-0.11434885414652385,1
5118,22,M,White,1000,683,0.121,199,0.1125151125506695,undergrad,Arts,69000.0,-0.316,-1.666181350608034,0
5119,19,M,Other,7500,467,0.269,96,0.0598803195385864,undergrad,Business,15000.0,-1.0584545454545453,-1.777018379917582,0
5120,22,M,White,4000,358,0.152,25,0.0454556038190779,undergrad,STEM,64000.0,-1.241818181818182,-1.7872854276471166,0
5121,28,F,White,21000,850,0.165,25,0.0454556038190779,undergrad,STEM,18000.0,0.7232727272727273,0.1778054814437925,1
5122,31,F,Black,19000,623,0.226,139,0.3296299630165421,graduate,STEM,51000.0,-0.18618181818181817,-4.141741374380324,0
5123,30,M,White,26000,749,0.077,135,0.0452137813055003,undergrad,Business,27000.0,0.46199999999999997,-0.08056537566600364,1
5124,19,F,White,31000,570,0.17,25,0.0454556038190779,graduate,STEM,74000.0,-0.19490909090909087,-0.7403763367380256,1
5125,28,M,Black,25000,669,0.123,135,0.0452137813055003,undergrad,Business,46000.0,-0.02690909090909091,-0.5694744665750945,1
5126,24,F,Black,14000,485,0.222,62,0.0725423339255437,undergrad,Arts,22000.0,-1.06,-1.9305080071065244,0
5127,21,M,White,7000,711,0.277,44,0.0905072834983424,undergrad,Arts,19000.0,-0.3901818181818183,-1.4762692201619272,0
5128,25,M,White,32000,579,0.116,135,0.0452137813055003,undergrad,Arts,59000.0,-0.49818181818181817,-1.0407471938478219,1
5129,21,F,White,6500,640,0.276,135,0.0452137813055003,undergrad,Arts,12000.0,-0.6493636363636364,-1.19192901202964,1
5130,19,F,White,4500,581,0.259,76,0.0206891202622854,undergrad,Arts,36000.0,-0.8419090909090909,-1.0901785340565158,1
5131,20,F,White,3000,758,0.108,244,0.0401675232474372,undergrad,STEM,26000.0,0.3947272727272727,-0.08728300624197372,1
5132,19,M,Black,7500,689,0.083,105,0.3071273154392573,undergrad,Arts,21000.0,-0.0791818181818182,-3.7647096034529057,0
5133,24,F,White,10000,850,0.092,37,0.0626858966647204,undergrad,STEM,9000.0,0.8032727272727274,0.05104196729608268,1
5134,20,M,White,5000,790,0.179,171,0.0801174711718513,undergrad,STEM,25000.0,0.38109090909090904,-0.5803187449713066,1
5135,23,F,White,5000,663,0.138,3,0.056430275339365,undergrad,Business,22000.0,-0.09872727272727275,-0.7758905767996528,1
5136,24,F,Other,24000,394,0.067,112,0.1324079841540636,graduate,Law,71000.0,-0.570909090909091,-2.1598049007578544,0
5137,19,F,White,6500,730,0.132,76,0.0206891202622854,undergrad,STEM,18000.0,0.2659090909090909,0.017639647761666072,1
5138,30,F,White,20000,429,0.446,76,0.0206891202622854,undergrad,STEM,62000.0,-1.4756363636363636,-1.7239058067837885,0
5139,26,F,White,15000,461,0.114,238,0.1192644904732148,graduate,STEM,33000.0,-0.47527272727272724,-1.906446612951305,0
5140,29,F,White,14000,699,0.302,14,0.0716640292402546,undergrad,Arts,29000.0,-0.4418181818181818,-1.3017865327012368,0
5141,25,F,White,67000,478,0.236,76,0.0206891202622854,graduate,STEM,27000.0,-0.3454545454545454,-0.5937239886019702,1
5142,30,F,Black,25000,607,0.081,135,0.0452137813055003,graduate,Arts,27000.0,-0.11836363636363642,-0.66092901202964,1
5143,25,M,Other,78000,476,0.149,135,0.0452137813055003,graduate,Arts,13000.0,-0.4127272727272726,-0.9552926483932762,1
5144,25,F,White,34000,637,0.313,135,0.0452137813055003,undergrad,STEM,34000.0,-0.2692727272727272,-0.8118381029387308,1
5145,19,F,White,16000,581,0.192,135,0.0452137813055003,graduate,Business,114000.0,-0.38890909090909087,-0.9314744665750945,1
5146,21,M,White,3500,512,0.147,186,0.0625345913873529,undergrad,Arts,13000.0,-0.8748181818181817,-1.6252332784664165,0
5147,19,M,White,7000,580,0.225,48,0.0613916141670503,undergrad,STEM,29000.0,-0.46254545454545454,-1.1992448245500582,1
5148,28,M,White,30000,850,0.115,62,0.0725423339255437,undergrad,Arts,18000.0,0.5772727272727273,-0.29323527983379705,1
5149,20,M,Black,20000,332,0.107,135,0.0452137813055003,graduate,Arts,89000.0,-1.3003636363636364,-1.84292901202964,0
5150,21,F,White,5000,633,0.317,73,0.0228348227025087,undergrad,Arts,28000.0,-0.7658181818181817,-1.039836054248286,1
5151,20,M,Black,1000,693,0.302,232,0.0830288146298239,undergrad,Business,51000.0,-0.4416363636363636,-1.4379821391942502,0
5152,24,M,White,11000,688,0.202,25,0.0454556038190779,graduate,STEM,50000.0,0.05018181818181816,-0.49528542764711664,1
5153,31,F,White,21000,772,0.079,47,0.0941029777396706,undergrad,STEM,16000.0,0.6116363636363638,-0.5175993692396836,1
5154,21,M,White,5500,703,0.274,62,0.0725423339255437,undergrad,STEM,36000.0,-0.12227272727272726,-0.9927807343792516,1
5155,21,M,White,7500,711,0.28,229,0.0845744546441171,undergrad,Business,17000.0,-0.19318181818181826,-1.2080752739112235,1
5156,28,F,White,18000,482,0.153,76,0.0206891202622854,graduate,STEM,17000.0,-0.4589090909090909,-0.7071785340565157,1
5157,24,F,Asian,27000,850,0.33,14,0.0716640292402546,undergrad,Arts,17000.0,0.12927272727272726,-0.7306956236103279,1
5158,19,F,Asian,13000,638,0.146,3,0.056430275339365,graduate,Arts,13000.0,-0.20763636363636362,-0.8847996677087436,1
5159,40,F,White,35000,600,0.36,75,0.0528582753610005,undergrad,Arts,28000.0,-0.7918181818181819,-1.4261174861501877,0
5160,26,M,White,12000,570,0.149,104,0.0834136145138897,undergrad,STEM,28000.0,-0.31690909090909075,-1.3178724650757672,0
5161,27,F,Black,27000,771,0.174,211,0.0262039808823449,undergrad,Arts,46000.0,0.05399999999999999,-0.2604477705881388,1
5162,27,F,White,24000,502,0.088,69,0.0363466985267706,undergrad,STEM,26000.0,-0.3701818181818182,-0.8063422005030654,1
5163,24,F,Black,19000,710,0.239,7,0.1314493819114874,graduate,Arts,97000.0,-0.19581818181818186,-1.7732107647560307,0
5164,19,M,White,7500,500,0.157,73,0.0228348227025087,undergrad,Arts,24000.0,-0.9144545454545454,-1.18847241788465,1
5165,21,F,White,3500,775,0.204,96,0.0598803195385864,undergrad,Arts,29000.0,-0.032454545454545444,-0.7510183799175821,1
5166,22,F,Other,2500,626,0.056,76,0.0206891202622854,undergrad,Arts,40000.0,-0.28427272727272723,-0.5325421704201521,1
5167,25,F,White,26000,701,0.035,104,0.0834136145138897,undergrad,Business,14000.0,0.3714545454545455,-0.6295088287121309,1
5168,19,M,White,28000,850,0.102,229,0.0845744546441171,graduate,Law,57000.0,1.0412727272727273,0.026379271543322202,1
5169,21,M,Asian,2000,772,0.177,135,0.0452137813055003,undergrad,Business,90000.0,0.10163636363636368,-0.4409290120296399,1
5170,26,F,Asian,11000,809,0.244,76,0.0206891202622854,undergrad,Business,29000.0,0.2561818181818182,0.007912375034393376,1
5171,20,M,Black,5500,350,0.225,38,0.0889068621286131,undergrad,STEM,13000.0,-1.307909090909091,-2.374791436452448,0
5172,24,M,White,28000,710,0.232,150,0.3409611023539438,undergrad,Arts,17000.0,-0.17781818181818185,-4.269351410065507,0
5173,23,M,White,1000,726,0.113,44,0.0905072834983424,undergrad,Arts,24000.0,-0.04363636363636365,-1.1297237656164725,1
5174,33,M,White,24000,700,0.412,148,0.0975494628796399,undergrad,Arts,40000.0,-0.5981818181818181,-1.768775372737497,0
5175,19,M,White,3000,506,0.115,135,0.0452137813055003,undergrad,Arts,65000.0,-0.9356363636363636,-1.4782017393023672,0
5176,28,F,White,35000,850,0.235,224,0.0737346298427714,graduate,Arts,35000.0,0.5172727272727273,-0.3675428308405295,1
5177,25,F,Asian,59000,850,0.03,198,0.0521824444792324,undergrad,STEM,22000.0,1.221272727272727,0.5950833935219383,1
5178,30,F,White,30000,726,0.215,73,0.0228348227025087,undergrad,Arts,58000.0,-0.17363636363636364,-0.4476542360664681,1
5179,26,M,White,42000,850,0.114,55,0.1369638718069605,undergrad,Arts,18000.0,0.6512727272727273,-0.9922937344107988,1
5180,21,F,White,2000,549,0.13,211,0.0262039808823449,undergrad,Business,19000.0,-0.5152727272727272,-0.829720497860866,1
5181,27,M,White,43000,580,0.11,30,0.0320534171387883,undergrad,Business,22000.0,-0.11654545454545448,-0.5011864602109141,1
5182,23,M,Black,3000,607,0.131,211,0.0262039808823449,undergrad,Business,18000.0,-0.3003636363636364,-0.6148114069517752,1
5183,23,M,White,5500,377,0.294,135,0.0452137813055003,undergrad,Arts,41000.0,-1.747727272727273,-2.290292648393277,0
5184,19,M,Black,22000,714,0.371,73,0.0228348227025087,graduate,Law,40000.0,0.07272727272727267,-0.20129059970283178,1
5185,19,F,White,7000,717,0.13,62,0.0725423339255437,undergrad,Business,24000.0,0.12563636363636363,-0.7448716434701607,1
5186,22,F,White,1500,784,0.083,62,0.0725423339255437,undergrad,STEM,24000.0,0.5302727272727272,-0.3402352798337971,1
5187,24,M,White,16000,785,0.237,96,0.0598803195385864,graduate,Arts,32000.0,0.16290909090909092,-0.5556547435539458,1
5188,19,M,Asian,8000,840,0.189,135,0.0452137813055003,undergrad,STEM,23000.0,0.5609090909090909,0.01834371524308731,1
5189,25,F,White,12000,706,0.077,232,0.0830288146298239,undergrad,Arts,47000.0,-0.07836363636363636,-1.074709411921523,1
5190,20,M,White,5500,641,0.21,25,0.0454556038190779,undergrad,Business,36000.0,-0.31972727272727275,-0.8651945185562075,1
5191,28,F,White,12000,400,0.188,235,0.0742746968299799,graduate,Arts,35000.0,-1.1630909090909092,-2.0543872710506683,0
5192,19,M,White,2500,565,0.174,135,0.0452137813055003,undergrad,STEM,20000.0,-0.44209090909090903,-0.9846562847569127,1
5193,27,M,Other,12000,493,0.098,62,0.0725423339255437,graduate,Arts,77000.0,-0.7449090909090909,-1.615417098015615,0
5194,21,M,Asian,2500,850,0.3,120,0.0542016312380452,undergrad,Arts,29000.0,0.04227272727272732,-0.6081468475838151,1
5195,23,M,Other,8000,410,0.31,135,0.0452137813055003,undergrad,Arts,40000.0,-1.5447272727272727,-2.0872926483932766,0
5196,26,F,White,24000,850,0.255,215,0.117501396154848,graduate,Arts,51000.0,0.31127272727272737,-1.0987440265854487,1
5197,26,F,Black,20000,575,0.215,215,0.117501396154848,undergrad,Arts,20000.0,-0.6827272727272726,-2.0927440265854487,0
5198,20,F,White,4500,384,0.324,76,0.0206891202622854,undergrad,STEM,45000.0,-1.4882727272727276,-1.7365421704201525,0
5199,21,M,White,5000,601,0.245,62,0.0725423339255437,undergrad,STEM,31000.0,-0.4381818181818182,-1.3086898252883425,0
5200,34,F,Black,25000,358,0.208,125,0.076007198487916,graduate,Law,104000.0,-0.777818181818182,-1.689904563673174,0
5201,26,F,White,31000,692,0.069,205,0.0159789019923045,undergrad,STEM,15000.0,0.4007272727272727,0.20898044881961872,1
5202,23,F,Asian,7000,850,0.185,25,0.0454556038190779,undergrad,STEM,61000.0,0.49927272727272726,-0.04619451855620754,1
