applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,model1_recommendation,model2_recommendation,loan_granted,good_loan
29866,20,M,White,5000,850,0.293,96,0.0599,undergrad,STEM,17000.0,1,1,1,1
29867,22,F,White,12000,733,0.041,135,0.0452,graduate,Arts,28000.0,1,1,1,1
29868,21,F,Black,1000,600,0.391,135,0.0452,undergrad,Business,13000.0,0,0,0,
29869,19,F,Asian,7000,545,0.303,25,0.0455,undergrad,STEM,44000.0,0,0,0,
29870,23,F,Other,14000,647,0.047,23,0.3749,graduate,STEM,192000.0,0,1,1,1
29871,26,F,Other,14000,653,0.3,62,0.0725,undergrad,Arts,17000.0,0,0,0,
29872,27,M,Asian,16000,644,0.288,154,0.0379,undergrad,STEM,16000.0,1,0,0,
29873,28,M,White,26000,618,0.197,76,0.0207,undergrad,Arts,82000.0,1,0,1,1
29874,27,M,White,17000,675,0.177,25,0.0455,undergrad,Business,27000.0,1,1,1,1
29875,30,F,White,38000,697,0.082,25,0.0455,undergrad,Arts,38000.0,1,1,1,1
29876,19,F,Black,29000,579,0.131,25,0.0455,graduate,Law,35000.0,1,1,1,1
29877,33,F,White,35000,850,0.173,248,0.0114,undergrad,STEM,19000.0,1,1,1,1
29878,23,M,Asian,3500,850,0.297,66,0.0349,undergrad,Arts,41000.0,0,0,1,1
29879,19,F,Asian,3000,785,0.32,76,0.0207,undergrad,Arts,22000.0,1,0,1,0
29880,19,F,White,28000,850,0.47,96,0.0599,graduate,Law,28000.0,0,0,1,0
29881,30,F,White,24000,739,0.092,25,0.0455,undergrad,Business,19000.0,1,1,1,1
29882,25,M,Other,16000,787,0.336,76,0.0207,graduate,Law,28000.0,1,1,1,1
29883,19,M,White,1500,782,0.15,23,0.3749,undergrad,STEM,44000.0,0,1,1,1
29884,30,F,White,17000,620,0.128,135,0.0452,undergrad,Arts,38000.0,1,1,1,1
29885,21,F,Black,5500,676,0.163,135,0.0452,undergrad,Business,66000.0,1,1,1,1
29886,19,M,White,5000,506,0.255,38,0.0889,undergrad,Arts,31000.0,0,0,0,
29887,21,F,White,7000,850,0.218,76,0.0207,undergrad,Arts,26000.0,1,1,1,1
29888,19,M,White,1000,850,0.442,135,0.0452,undergrad,Arts,33000.0,0,0,0,
29889,26,F,White,36000,611,0.345,76,0.0207,undergrad,STEM,23000.0,1,0,0,
29890,24,M,White,25000,595,0.074,96,0.0599,undergrad,Arts,19000.0,1,1,1,1
29891,29,M,White,40000,793,0.433,229,0.0846,undergrad,Arts,22000.0,0,0,0,
29892,31,F,White,20000,563,0.228,25,0.0455,graduate,Law,78000.0,1,1,1,1
29893,31,F,Other,11000,735,0.394,96,0.0599,undergrad,Arts,32000.0,0,0,0,
29894,19,M,White,7000,525,0.408,73,0.0228,undergrad,Arts,37000.0,0,0,0,
29895,19,M,Other,30000,638,0.129,25,0.0455,graduate,Arts,51000.0,1,1,1,1
29896,21,M,White,6000,818,0.204,62,0.0725,undergrad,Arts,17000.0,1,1,1,1
29897,19,F,Other,2000,740,0.275,135,0.0452,undergrad,STEM,12000.0,1,0,1,1
29898,23,F,Black,26000,726,0.054,123,0.0185,graduate,Business,163000.0,1,1,1,1
29899,29,M,Other,17000,722,0.194,211,0.0262,graduate,Business,92000.0,1,1,1,1
29900,20,F,Black,5000,850,0.221,37,0.0627,undergrad,Arts,35000.0,1,1,1,1
29901,24,F,Asian,35000,744,0.327,76,0.0207,undergrad,STEM,17000.0,1,0,1,1
29902,20,M,White,26000,707,0.118,171,0.0801,graduate,Law,45000.0,1,1,1,1
29903,25,F,White,20000,590,0.297,112,0.1324,undergrad,Arts,86000.0,0,0,0,
29904,24,M,White,17000,840,0.141,25,0.0455,undergrad,Arts,26000.0,1,1,1,1
29905,23,F,White,3500,546,0.219,211,0.0262,undergrad,STEM,38000.0,1,0,1,1
29906,19,M,White,5000,795,0.189,25,0.0455,undergrad,Arts,25000.0,1,1,1,1
29907,39,F,Black,22000,492,0.147,135,0.0452,undergrad,Arts,74000.0,0,0,0,
29908,25,M,Asian,22000,708,0.094,73,0.0228,graduate,Arts,30000.0,1,1,1,1
29909,27,M,White,14000,626,0.107,135,0.0452,undergrad,Arts,56000.0,1,1,1,1
29910,20,F,White,2500,694,0.062,248,0.0114,undergrad,Business,37000.0,1,1,1,1
29911,22,M,White,29000,540,0.183,76,0.0207,graduate,STEM,18000.0,1,1,1,1
29912,28,M,White,12000,541,0.443,212,0.0192,undergrad,STEM,45000.0,0,0,0,
29913,26,M,White,28000,570,0.202,104,0.0834,undergrad,STEM,87000.0,0,1,0,
29914,25,F,Asian,57000,850,0.159,215,0.1175,undergrad,STEM,38000.0,1,1,1,1
29915,25,F,White,26000,732,0.178,229,0.0846,graduate,Law,108000.0,1,1,1,1
29916,21,F,White,2000,596,0.142,217,0.0653,undergrad,STEM,37000.0,1,1,1,1
29917,26,F,White,50000,813,0.308,135,0.0452,graduate,Business,177000.0,1,1,1,1
29918,19,M,Asian,21000,515,0.079,248,0.0114,graduate,Business,41000.0,1,1,1,1
29919,26,M,White,35000,837,0.028,76,0.0207,undergrad,Business,25000.0,1,1,1,1
29920,28,F,White,31000,598,0.173,15,0.0585,undergrad,Arts,155000.0,0,0,1,1
29921,22,F,White,2500,624,0.086,62,0.0725,undergrad,Arts,73000.0,1,1,1,1
29922,25,F,White,13000,784,0.156,25,0.0455,undergrad,Arts,30000.0,1,1,1,1
29923,25,M,White,47000,803,0.317,237,0.0959,undergrad,Arts,34000.0,0,0,1,0
29924,26,F,Other,25000,821,0.082,15,0.0585,undergrad,Arts,22000.0,1,1,1,1
29925,22,M,White,5000,731,0.323,38,0.0889,undergrad,STEM,21000.0,0,0,0,
29926,30,F,White,42000,778,0.098,135,0.0452,undergrad,Arts,25000.0,1,1,1,1
29927,24,F,Asian,29000,850,0.12,96,0.0599,undergrad,Business,39000.0,1,1,1,1
29928,31,M,White,17000,537,0.119,76,0.0207,undergrad,STEM,28000.0,1,1,1,1
29929,33,M,White,24000,850,0.105,122,0.0715,graduate,Law,128000.0,1,1,1,1
29930,27,F,White,26000,850,0.105,205,0.016,undergrad,Business,41000.0,1,1,1,1
29931,23,M,White,7500,632,0.126,96,0.0599,undergrad,STEM,10000.0,1,1,1,1
29932,27,M,White,34000,412,0.157,25,0.0455,undergrad,Arts,86000.0,0,0,0,
29933,24,F,White,26000,639,0.07,205,0.016,graduate,Law,237000.0,1,1,1,1
29934,22,F,Black,3500,354,0.252,135,0.0452,undergrad,Arts,13000.0,0,0,0,
29935,26,F,White,16000,498,0.223,25,0.0455,undergrad,Arts,30000.0,0,0,0,
29936,26,M,Other,26000,710,0.179,135,0.0452,undergrad,STEM,36000.0,1,1,1,1
29937,25,M,White,36000,564,0.276,61,0.0825,undergrad,Business,25000.0,0,0,0,
29938,21,M,White,8000,795,0.204,135,0.0452,undergrad,Business,38000.0,1,1,1,1
29939,23,F,White,10000,703,0.215,20,0.0,graduate,Law,59000.0,1,1,1,1
29940,24,M,White,14000,850,0.14,38,0.0889,undergrad,STEM,38000.0,1,1,1,1
29941,24,F,White,36000,699,0.083,135,0.0452,undergrad,STEM,31000.0,1,1,1,1
29942,23,M,White,7000,525,0.498,241,0.3151,undergrad,STEM,37000.0,0,0,0,
29943,25,M,White,40000,764,0.215,25,0.0455,undergrad,Business,13000.0,1,1,1,1
29944,25,F,White,29000,565,0.029,96,0.0599,undergrad,Arts,34000.0,1,1,1,1
29945,28,F,White,16000,681,0.096,135,0.0452,undergrad,STEM,19000.0,1,1,1,1
29946,23,M,Other,5500,850,0.359,193,0.1582,undergrad,Arts,34000.0,0,0,0,
29947,27,M,Black,28000,682,0.091,135,0.0452,graduate,Law,79000.0,1,1,1,1
29948,28,F,White,23000,643,0.238,25,0.0455,undergrad,Business,25000.0,1,0,1,1
29949,23,M,White,7500,579,0.16,211,0.0262,undergrad,Business,24000.0,1,1,1,1
29950,22,F,White,4000,786,0.161,76,0.0207,undergrad,Arts,39000.0,1,1,1,1
29951,19,M,Asian,29000,559,0.14,76,0.0207,graduate,Arts,7000.0,1,1,1,1
29952,20,M,Asian,2500,805,0.317,135,0.0452,undergrad,Arts,63000.0,0,0,1,0
29953,20,M,Other,36000,618,0.208,11,0.1175,graduate,Law,60000.0,0,1,1,1
29954,25,F,White,23000,850,0.187,96,0.0599,graduate,Law,60000.0,1,1,1,1
29955,19,F,White,7000,850,0.128,211,0.0262,undergrad,Arts,11000.0,1,1,1,1
29956,19,F,Other,3500,605,0.167,95,0.1338,undergrad,Arts,21000.0,0,0,0,
29957,23,F,Black,19000,776,0.186,96,0.0599,graduate,Law,52000.0,1,1,1,1
29958,31,F,White,18000,850,0.298,25,0.0455,graduate,Law,62000.0,1,1,1,1
29959,28,F,White,25000,783,0.238,211,0.0262,undergrad,Business,35000.0,1,1,1,1
29960,30,F,White,18000,641,0.107,154,0.0379,undergrad,Arts,35000.0,1,1,1,1
29961,19,M,White,15000,850,0.138,135,0.0452,graduate,STEM,20000.0,1,1,1,1
29962,28,F,Other,16000,385,0.182,244,0.0402,undergrad,Arts,45000.0,0,0,0,
29963,19,M,White,14000,674,0.482,196,0.1026,graduate,Law,66000.0,0,0,0,
29964,21,M,Other,2500,420,0.239,38,0.0889,undergrad,Arts,47000.0,0,0,0,
29965,25,F,White,25000,795,0.115,211,0.0262,undergrad,Business,93000.0,1,1,1,1
29966,27,M,White,19000,720,0.25,62,0.0725,undergrad,STEM,15000.0,1,1,1,1
29967,26,F,Other,28000,850,0.024,122,0.0715,graduate,Law,93000.0,1,1,1,1
29968,33,F,White,47000,850,0.29,62,0.0725,undergrad,Arts,32000.0,0,1,1,1
29969,28,F,White,28000,606,0.224,135,0.0452,undergrad,STEM,26000.0,1,1,0,
29970,19,F,White,2500,663,0.166,205,0.016,undergrad,Arts,23000.0,1,0,1,1
29971,33,M,White,26000,604,0.228,73,0.0228,graduate,Law,109000.0,1,1,1,1
29972,19,M,White,5000,740,0.12,45,0.0688,undergrad,Arts,34000.0,1,1,1,1
29973,26,F,White,25000,563,0.052,63,0.0889,undergrad,Business,25000.0,1,1,1,1
29974,21,F,Other,5000,684,0.086,76,0.0207,undergrad,Arts,44000.0,1,1,1,1
29975,28,M,Other,32000,468,0.11,135,0.0452,undergrad,Business,41000.0,1,1,0,
29976,20,F,White,33000,850,0.208,72,0.098,graduate,Law,76000.0,1,1,1,1
29977,28,M,Other,27000,582,0.158,135,0.0452,undergrad,Arts,35000.0,1,1,1,1
29978,22,M,White,5000,850,0.206,165,0.0719,undergrad,STEM,129000.0,1,1,1,1
29979,26,M,Other,34000,850,0.235,62,0.0725,undergrad,STEM,21000.0,1,1,1,1
29980,22,M,White,4000,759,0.05,211,0.0262,undergrad,Arts,33000.0,1,1,1,1
29981,29,M,Asian,41000,850,0.11,76,0.0207,graduate,Law,81000.0,1,1,1,1
29982,22,M,Other,5000,720,0.194,135,0.0452,undergrad,Arts,27000.0,1,0,1,1
29983,25,F,White,17000,703,0.065,76,0.0207,undergrad,Arts,56000.0,1,1,1,1
29984,19,F,White,3000,660,0.255,45,0.0688,undergrad,Arts,58000.0,0,0,1,0
29985,23,F,Asian,16000,672,0.128,194,0.0493,graduate,Business,47000.0,1,1,1,1
29986,22,F,White,7500,850,0.391,96,0.0599,undergrad,STEM,46000.0,0,0,1,0
29987,23,M,White,11000,690,0.204,96,0.0599,graduate,Arts,146000.0,0,0,1,1
29988,25,F,White,18000,696,0.153,76,0.0207,undergrad,STEM,32000.0,1,1,1,1
29989,23,M,Other,1500,844,0.212,76,0.0207,undergrad,Arts,96000.0,1,1,1,1
29990,26,F,White,22000,667,0.203,120,0.0542,undergrad,Arts,92000.0,0,0,1,1
29991,19,F,White,1000,652,0.222,25,0.0455,undergrad,STEM,61000.0,1,0,1,1
29992,20,M,White,5500,511,0.23,96,0.0599,undergrad,Arts,23000.0,0,0,0,
29993,21,F,White,1500,597,0.258,120,0.0542,undergrad,Arts,29000.0,0,0,0,
29994,19,M,White,10000,442,0.088,135,0.0452,graduate,Law,53000.0,1,1,1,1
29995,21,F,Black,2000,796,0.236,247,0.3178,undergrad,Arts,8000.0,0,0,1,1
29996,24,F,Black,12000,722,0.354,212,0.0192,undergrad,STEM,31000.0,1,0,0,
29997,19,M,Asian,6000,850,0.243,62,0.0725,undergrad,Business,21000.0,1,1,1,1
29998,30,F,White,48000,646,0.407,150,0.341,undergrad,STEM,42000.0,0,0,0,
29999,26,M,White,20000,850,0.251,135,0.0452,undergrad,Arts,39000.0,1,1,1,1
30000,24,M,White,17000,796,0.166,23,0.3749,undergrad,Arts,11000.0,0,1,1,1
30001,22,F,Other,18000,749,0.267,135,0.0452,graduate,STEM,11000.0,1,1,1,1
30002,27,F,White,18000,440,0.165,23,0.3749,undergrad,Arts,40000.0,0,0,0,
30003,22,M,Other,24000,626,0.085,135,0.0452,graduate,Business,94000.0,1,1,1,1
30004,26,F,White,15000,720,0.238,76,0.0207,graduate,Law,79000.0,1,1,1,1
30005,24,M,White,33000,680,0.391,76,0.0207,undergrad,Arts,43000.0,0,0,0,
30006,28,F,Black,20000,714,0.084,229,0.0846,undergrad,Arts,64000.0,1,1,1,1
30007,28,M,Asian,30000,850,0.23,73,0.0228,undergrad,Business,23000.0,1,1,1,1
30008,21,M,White,21000,622,0.272,135,0.0452,graduate,Business,105000.0,0,0,1,1
30009,24,F,Black,10000,377,0.11,8,0.0355,undergrad,Business,53000.0,1,0,0,
30010,30,M,Other,20000,592,0.303,76,0.0207,undergrad,Business,45000.0,0,0,0,
30011,19,F,Black,7000,424,0.276,62,0.0725,undergrad,Business,33000.0,0,0,0,
30012,34,F,White,50000,773,0.191,113,0.0526,undergrad,Arts,20000.0,1,1,1,1
30013,27,M,White,24000,743,0.432,165,0.0719,undergrad,Business,31000.0,0,0,0,
30014,26,M,Black,21000,850,0.132,76,0.0207,undergrad,STEM,50000.0,1,1,1,1
30015,19,F,White,25000,612,0.181,125,0.076,graduate,Law,70000.0,1,1,1,1
30016,28,F,Black,36000,548,0.252,98,0.1411,undergrad,Arts,42000.0,0,0,0,
30017,22,F,Asian,7500,671,0.026,135,0.0452,undergrad,STEM,12000.0,1,1,1,1
30018,25,M,White,34000,618,0.202,25,0.0455,undergrad,Arts,33000.0,1,0,1,1
30019,21,F,White,2500,552,0.433,62,0.0725,undergrad,Business,76000.0,0,0,0,
30020,26,F,Other,12000,459,0.402,76,0.0207,undergrad,Business,25000.0,0,0,0,
30021,26,M,White,26000,740,0.213,62,0.0725,undergrad,Arts,57000.0,0,0,1,1
30022,24,F,Other,41000,710,0.283,135,0.0452,undergrad,Arts,30000.0,1,0,0,
30023,20,M,White,15000,654,0.168,62,0.0725,graduate,Business,35000.0,1,1,1,1
30024,19,F,White,7500,666,0.329,14,0.0717,undergrad,Arts,29000.0,0,0,0,
30025,27,F,White,36000,590,0.381,215,0.1175,graduate,Law,47000.0,0,0,0,
30026,21,M,White,7500,840,0.161,76,0.0207,undergrad,Business,27000.0,1,1,1,1
30027,27,F,White,40000,711,0.392,76,0.0207,undergrad,STEM,49000.0,0,0,0,
30028,19,M,White,18000,598,0.159,125,0.076,graduate,Law,75000.0,1,1,1,1
30029,24,F,Black,28000,658,0.181,229,0.0846,undergrad,STEM,29000.0,1,1,0,
30030,21,F,White,15000,737,0.247,25,0.0455,graduate,Law,56000.0,1,1,1,1
30031,21,M,White,5000,614,0.038,5,0.1198,undergrad,STEM,44000.0,0,1,1,1
30032,30,F,White,43000,776,0.154,62,0.0725,undergrad,Arts,37000.0,1,1,1,1
30033,23,M,White,49000,850,0.198,25,0.0455,graduate,STEM,6000.0,1,1,1,1
30034,29,F,White,22000,580,0.101,229,0.0846,undergrad,Arts,26000.0,0,1,1,1
30035,22,F,White,15000,576,0.251,73,0.0228,graduate,Law,38000.0,1,1,1,1
30036,29,M,Other,19000,607,0.069,135,0.0452,graduate,Law,63000.0,1,1,1,1
30037,24,F,Other,17000,624,0.406,76,0.0207,graduate,Business,54000.0,0,0,0,
30038,24,F,Other,10000,664,0.178,135,0.0452,undergrad,Arts,69000.0,1,0,1,1
30039,29,F,Asian,45000,850,0.44,15,0.0585,undergrad,Arts,87000.0,0,0,0,
30040,28,M,Other,17000,716,0.167,135,0.0452,undergrad,Business,72000.0,1,1,1,1
30041,33,M,White,19000,687,0.279,76,0.0207,undergrad,Business,99000.0,1,0,1,1
30042,22,F,White,6000,523,0.298,244,0.0402,undergrad,Arts,42000.0,0,0,0,
30043,20,M,White,5500,850,0.063,135,0.0452,undergrad,STEM,45000.0,1,1,1,1
30044,27,M,White,13000,704,0.239,25,0.0455,undergrad,Business,31000.0,1,0,1,1
30045,20,M,White,18000,850,0.196,221,0.154,graduate,Business,74000.0,0,1,1,1
30046,27,M,White,30000,548,0.364,122,0.0715,undergrad,Arts,22000.0,0,0,0,
30047,19,M,White,23000,729,0.258,194,0.0493,graduate,Business,102000.0,1,0,1,1
30048,23,M,White,40000,850,0.248,76,0.0207,graduate,STEM,27000.0,1,1,1,1
30049,20,F,White,14000,570,0.085,37,0.0627,graduate,Law,52000.0,1,1,1,1
30050,26,F,White,10000,811,0.228,76,0.0207,graduate,Business,74000.0,1,1,1,1
30051,19,M,White,2000,850,0.178,76,0.0207,undergrad,Arts,20000.0,1,1,1,1
30052,26,F,Black,43000,362,0.07,96,0.0599,undergrad,Business,15000.0,1,1,0,
30053,19,F,White,23000,741,0.157,150,0.341,graduate,Arts,39000.0,0,1,1,1
30054,26,F,White,16000,429,0.035,73,0.0228,undergrad,Business,16000.0,1,1,1,1
30055,22,F,White,27000,850,0.321,37,0.0627,graduate,Arts,12000.0,0,0,1,1
30056,26,F,White,34000,681,0.236,248,0.0114,undergrad,Arts,30000.0,1,0,1,1
30057,23,F,Asian,1000,721,0.085,25,0.0455,undergrad,Arts,50000.0,1,1,1,1
30058,20,F,Black,4500,716,0.135,248,0.0114,undergrad,Arts,21000.0,1,1,1,1
30059,23,M,Other,17000,557,0.092,128,0.0627,graduate,Law,86000.0,1,1,1,1
30060,23,F,White,4500,747,0.21,154,0.0379,undergrad,STEM,30000.0,1,1,1,1
30061,26,F,White,10000,675,0.275,23,0.3749,graduate,Business,34000.0,0,0,0,
30062,23,F,White,20000,519,0.147,148,0.0975,graduate,Arts,18000.0,0,1,1,1
30063,28,M,White,35000,850,0.386,135,0.0452,undergrad,STEM,16000.0,1,0,1,0
30064,28,M,Black,21000,542,0.376,37,0.0627,undergrad,STEM,16000.0,0,0,0,
30065,23,F,White,26000,850,0.331,76,0.0207,graduate,Law,86000.0,1,1,1,1
30066,20,M,Other,4000,660,0.115,62,0.0725,undergrad,STEM,35000.0,1,1,1,1
30067,28,M,White,12000,683,0.105,76,0.0207,graduate,Law,52000.0,1,1,1,1
30068,30,M,White,19000,700,0.139,229,0.0846,graduate,STEM,27000.0,1,1,1,1
30069,24,F,White,24000,810,0.351,86,0.1142,graduate,Law,55000.0,0,0,1,1
30070,28,F,Asian,23000,850,0.283,186,0.0625,undergrad,Arts,13000.0,0,0,1,1
30071,21,F,White,5000,604,0.189,44,0.0905,undergrad,Arts,35000.0,0,0,0,
30072,19,F,White,20000,601,0.376,25,0.0455,graduate,Arts,19000.0,0,0,0,
30073,23,M,White,24000,569,0.355,215,0.1175,graduate,Arts,66000.0,0,0,0,
30074,19,M,White,26000,677,0.058,25,0.0455,graduate,Business,46000.0,1,1,1,1
30075,26,F,Asian,15000,758,0.295,110,0.1298,undergrad,Arts,26000.0,0,0,1,0
30076,23,F,White,4000,594,0.075,128,0.0627,undergrad,Arts,42000.0,1,1,1,1
30077,22,M,White,1000,781,0.213,62,0.0725,undergrad,Arts,39000.0,0,0,1,1
30078,20,M,White,1500,476,0.216,76,0.0207,undergrad,Arts,21000.0,0,0,0,
30079,20,F,White,1000,797,0.383,225,0.1532,undergrad,STEM,68000.0,0,0,0,
30080,27,F,Other,18000,671,0.368,234,0.0446,undergrad,Arts,25000.0,0,0,0,
30081,20,F,Other,5000,504,0.057,25,0.0455,undergrad,Arts,16000.0,1,1,1,1
30082,23,M,White,7500,850,0.115,184,0.0832,undergrad,Arts,17000.0,1,1,1,1
30083,19,M,Black,19000,619,0.188,135,0.0452,graduate,Law,37000.0,1,1,1,1
30084,31,F,White,16000,578,0.228,25,0.0455,undergrad,Business,122000.0,0,0,0,
30085,19,M,White,27000,503,0.257,76,0.0207,graduate,Law,55000.0,1,0,1,1
30086,27,M,White,41000,494,0.415,128,0.0627,undergrad,Arts,27000.0,0,0,0,
30087,22,M,White,4500,658,0.356,62,0.0725,undergrad,Business,48000.0,0,0,0,
30088,21,M,Black,4500,711,0.354,76,0.0207,undergrad,Arts,48000.0,0,0,0,
30089,19,M,White,1000,850,0.376,76,0.0207,undergrad,Arts,32000.0,0,0,1,0
30090,22,M,White,36000,669,0.105,96,0.0599,graduate,Business,34000.0,1,1,1,1
30091,25,F,White,30000,639,0.282,76,0.0207,graduate,Arts,37000.0,1,0,1,1
30092,26,M,White,31000,711,0.497,246,0.0089,graduate,Arts,25000.0,0,0,0,
30093,27,F,White,17000,618,0.071,135,0.0452,undergrad,Business,43000.0,1,1,1,1
30094,30,M,Black,22000,677,0.433,96,0.0599,undergrad,Arts,46000.0,0,0,0,
30095,21,F,White,6000,655,0.134,30,0.0321,undergrad,STEM,15000.0,1,1,1,1
30096,22,M,White,5500,821,0.114,243,0.137,undergrad,Business,32000.0,0,1,1,1
30097,29,M,Other,12000,522,0.224,229,0.0846,graduate,Business,63000.0,0,0,0,
30098,23,F,White,25000,850,0.077,147,0.1174,graduate,Law,43000.0,1,1,1,1
30099,19,F,Asian,4000,781,0.147,62,0.0725,undergrad,STEM,31000.0,1,1,1,1
30100,25,F,White,12000,850,0.027,30,0.0321,undergrad,STEM,29000.0,1,1,1,1
30101,28,F,Asian,12000,850,0.487,76,0.0207,graduate,Law,75000.0,1,0,1,0
30102,27,M,Black,45000,664,0.187,239,0.0858,undergrad,Arts,38000.0,0,1,0,
30103,28,F,White,59000,598,0.251,25,0.0455,graduate,Business,70000.0,1,1,1,1
30104,22,F,White,7500,493,0.072,62,0.0725,undergrad,Arts,34000.0,1,1,1,1
30105,23,F,White,19000,850,0.109,62,0.0725,graduate,Law,57000.0,1,1,1,1
30106,29,F,White,23000,574,0.053,25,0.0455,graduate,STEM,12000.0,1,1,1,1
30107,19,M,White,5000,744,0.206,135,0.0452,undergrad,Arts,19000.0,1,0,1,1
30108,31,F,White,26000,419,0.158,122,0.0715,undergrad,Arts,11000.0,0,0,0,
30109,24,F,White,15000,785,0.287,96,0.0599,undergrad,STEM,62000.0,0,0,1,1
30110,21,F,White,50000,804,0.133,135,0.0452,graduate,STEM,65000.0,1,1,1,1
30111,27,M,White,19000,560,0.115,76,0.0207,graduate,STEM,29000.0,1,1,1,1
30112,34,M,White,37000,696,0.198,76,0.0207,undergrad,STEM,10000.0,1,1,1,1
30113,23,F,White,19000,624,0.058,96,0.0599,graduate,Business,24000.0,1,1,1,1
30114,26,F,White,14000,850,0.07,24,0.059,graduate,STEM,51000.0,1,1,1,1
30115,32,F,Other,22000,723,0.095,128,0.0627,undergrad,Arts,10000.0,1,1,1,1
30116,19,M,White,29000,460,0.244,135,0.0452,graduate,STEM,25000.0,1,0,0,
30117,19,M,White,38000,739,0.201,58,0.062,graduate,Law,71000.0,1,1,1,1
30118,25,M,White,16000,627,0.103,135,0.0452,graduate,Business,88000.0,1,1,1,1
30119,23,F,White,32000,850,0.305,135,0.0452,graduate,Arts,26000.0,1,1,1,1
30120,29,M,White,14000,838,0.459,38,0.0889,undergrad,Business,43000.0,0,0,0,
30121,19,M,White,1000,757,0.437,73,0.0228,undergrad,Business,28000.0,0,0,0,
30122,22,F,White,6000,850,0.159,30,0.0321,undergrad,Arts,44000.0,1,1,1,1
30123,26,F,White,46000,563,0.262,98,0.1411,undergrad,Business,38000.0,0,0,0,
30124,32,F,White,34000,663,0.337,79,0.1377,undergrad,STEM,20000.0,0,0,0,
30125,28,M,White,18000,848,0.035,25,0.0455,undergrad,STEM,30000.0,1,1,1,1
30126,25,M,White,17000,808,0.286,64,0.0894,undergrad,Arts,14000.0,0,0,1,0
30127,28,M,White,16000,631,0.203,120,0.0542,undergrad,STEM,52000.0,1,1,1,1
30128,20,M,White,7500,454,0.156,23,0.3749,undergrad,STEM,61000.0,0,0,0,
30129,19,F,White,7500,748,0.163,62,0.0725,undergrad,Business,50000.0,1,1,1,1
30130,25,M,White,29000,850,0.165,135,0.0452,undergrad,Arts,68000.0,1,1,1,1
30131,20,M,Black,42000,644,0.072,23,0.3749,graduate,STEM,30000.0,0,1,1,1
30132,19,F,Black,4500,541,0.198,25,0.0455,undergrad,Arts,27000.0,0,0,0,
30133,28,M,White,40000,746,0.061,76,0.0207,undergrad,Business,65000.0,1,1,1,1
30134,34,M,White,36000,791,0.173,215,0.1175,undergrad,Arts,37000.0,0,1,1,1
30135,23,F,Asian,2000,850,0.101,212,0.0192,undergrad,STEM,14000.0,1,1,1,1
30136,28,M,Black,51000,780,0.323,232,0.083,undergrad,Business,14000.0,0,0,0,
30137,34,M,White,20000,850,0.09,25,0.0455,graduate,Business,26000.0,1,1,1,1
30138,25,M,White,10000,764,0.215,25,0.0455,undergrad,Arts,14000.0,1,0,1,1
30139,25,M,White,22000,572,0.15,25,0.0455,undergrad,Arts,19000.0,1,1,1,1
30140,26,F,Other,61000,703,0.253,177,0.1282,undergrad,STEM,27000.0,0,1,0,
30141,26,F,White,33000,791,0.211,135,0.0452,undergrad,Business,9000.0,1,1,1,1
30142,26,F,White,19000,381,0.032,139,0.3296,graduate,STEM,28000.0,0,1,0,
30143,22,F,Other,5000,392,0.21,62,0.0725,undergrad,Arts,16000.0,0,0,0,
30144,19,F,White,28000,614,0.03,212,0.0192,graduate,Arts,26000.0,1,1,1,1
30145,34,F,Black,44000,850,0.167,177,0.1282,undergrad,STEM,11000.0,1,1,1,1
30146,20,F,Other,7000,771,0.124,135,0.0452,undergrad,STEM,35000.0,1,1,1,1
30147,20,M,White,10000,605,0.292,153,0.0538,graduate,Law,131000.0,0,0,0,
30148,28,F,White,24000,518,0.308,229,0.0846,undergrad,Arts,23000.0,0,0,0,
30149,19,M,Asian,3000,787,0.235,73,0.0228,undergrad,STEM,15000.0,1,1,1,1
30150,28,F,Black,18000,722,0.276,135,0.0452,graduate,STEM,23000.0,1,1,1,1
30151,22,F,White,6500,850,0.424,122,0.0715,undergrad,Arts,19000.0,0,0,0,
30152,33,M,White,64000,539,0.222,187,0.1013,undergrad,STEM,12000.0,0,1,0,
30153,22,M,White,20000,786,0.02,35,0.1592,graduate,STEM,32000.0,1,1,1,1
30154,24,F,White,20000,808,0.119,135,0.0452,undergrad,Arts,30000.0,1,1,1,1
30155,26,M,White,18000,600,0.232,135,0.0452,graduate,STEM,18000.0,1,1,1,1
30156,22,F,White,15000,731,0.171,25,0.0455,graduate,Arts,34000.0,1,1,1,1
30157,19,F,Black,1500,611,0.315,195,0.0089,undergrad,Arts,68000.0,0,0,0,
30158,21,M,White,4000,750,0.107,25,0.0455,undergrad,Arts,53000.0,1,1,1,1
30159,19,M,White,3000,806,0.104,34,0.0406,undergrad,STEM,70000.0,1,1,1,1
30160,20,M,White,1500,850,0.168,242,0.0548,undergrad,STEM,40000.0,1,1,1,1
30161,22,F,Other,3500,850,0.227,62,0.0725,undergrad,Business,12000.0,1,1,1,1
30162,19,M,Black,2500,594,0.317,37,0.0627,undergrad,Arts,26000.0,0,0,0,
30163,28,M,White,18000,603,0.09,25,0.0455,graduate,STEM,24000.0,1,1,1,1
30164,23,F,Black,4000,794,0.22,59,0.3318,undergrad,Arts,31000.0,0,0,1,1
