applicant_id,age,sex,race,income,credit_score,dti,institution_id,cohort_default_rate,program_level,major,loan_amount,score_base,score_with_cdr,loan_granted,defaulted,model1_recommendation,model2_recommendation
14884,19,M,White,1500,745,0.232,180,0.0493771096394167,undergrad,Arts,52000.0,-0.30954545454545457,-0.9020707702184549,1,0,1,1
14885,24,M,White,10000,704,0.146,128,0.0627335567719358,graduate,Arts,26000.0,0.014363636363636356,-0.7384390448995932,1,0,1,1
14886,21,M,White,6000,805,0.071,25,0.0454556038190779,undergrad,Business,34000.0,0.5576363636363636,0.012169117807428798,1,0,1,1
14887,24,F,Other,29000,571,0.145,135,0.0452137813055003,graduate,STEM,16000.0,-0.053272727272727194,-0.5958381029387307,1,0,1,1
14888,27,M,Other,22000,786,0.201,135,0.0452137813055003,undergrad,STEM,48000.0,0.3245454545454546,-0.21801992112054902,1,0,1,1
14889,23,M,White,7500,726,0.237,135,0.0452137813055003,undergrad,STEM,23000.0,0.047363636363636386,-0.4952017393023672,1,0,1,1
14890,28,M,White,42000,633,0.166,135,0.0452137813055003,undergrad,Arts,29000.0,-0.24181818181818185,-0.7843835574841854,1,0,1,1
14891,26,F,White,32000,774,0.188,232,0.0830288146298239,undergrad,Arts,43000.0,0.06690909090909092,-0.9294366846487958,1,0,1,1
14892,23,M,White,20000,624,0.11,76,0.0206891202622854,graduate,STEM,26000.0,0.15545454545454543,-0.09281489769287937,1,0,1,1
14893,26,F,White,22000,659,0.147,23,0.3748923690837981,graduate,Business,45000.0,0.020727272727272733,-4.477981156278304,1,0,0,1
14894,19,F,Other,5000,708,0.244,142,0.3267463977010624,undergrad,Business,23000.0,-0.14709090909090905,-4.068047681503658,1,0,0,1
14895,23,F,Other,6000,792,0.138,130,0.0737830316203467,undergrad,Business,58000.0,0.27636363636363637,-0.609032743080524,1,0,1,1
14896,23,M,Black,3500,540,0.092,135,0.0452137813055003,undergrad,STEM,12000.0,-0.36300000000000004,-0.9055653756660036,0,0,1,1
14897,27,F,White,28000,319,0.375,62,0.0725423339255437,undergrad,Business,45000.0,-1.7856363636363637,-2.6561443707428882,0,0,0,0
14898,23,F,White,29000,545,0.047,120,0.0542016312380452,graduate,Business,120000.0,-0.15181818181818177,-0.8022377566747242,1,0,1,1
14899,37,F,White,28000,539,0.217,135,0.0452137813055003,graduate,Arts,53000.0,-0.7196363636363635,-1.262201739302367,0,0,0,0
14900,27,M,White,31000,378,0.208,122,0.0715110732622415,undergrad,STEM,17000.0,-1.0190909090909093,-1.8772237882378073,0,0,0,0
14901,21,M,Asian,7000,772,0.157,229,0.0845744546441171,undergrad,Arts,19000.0,0.07163636363636366,-0.9432570920930414,1,0,1,1
14902,22,M,White,2500,486,0.204,23,0.3748923690837981,undergrad,STEM,11000.0,-0.7893636363636363,-5.288072065369213,0,0,0,0
14903,29,F,White,20000,561,0.273,124,0.3590904470954283,undergrad,Business,40000.0,-0.6496363636363637,-4.958721728781503,0,0,0,0
14904,24,F,White,19000,504,0.06,232,0.0830288146298239,graduate,Law,24000.0,-0.08690909090909088,-1.0832548664669777,1,0,1,1
14905,33,F,Other,19000,563,0.326,154,0.0379126509375481,graduate,Business,79000.0,-0.7043636363636363,-1.1593154476142136,1,0,1,0
14906,23,M,White,3500,364,0.073,135,0.0452137813055003,undergrad,Arts,46000.0,-1.3650000000000002,-1.9075653756660038,0,0,0,0
14907,34,F,White,32000,652,0.118,232,0.0830288146298239,undergrad,Arts,51000.0,-0.23672727272727273,-1.2330730482851595,0,0,0,1
14908,20,F,White,7000,593,0.292,38,0.0889068621286131,undergrad,Arts,20000.0,-0.8492727272727272,-1.9161550728160843,0,0,0,0
14909,27,M,White,29000,633,0.193,25,0.0454556038190779,undergrad,STEM,39000.0,-0.07381818181818184,-0.6192854276471167,1,0,1,1
14910,19,M,Black,7500,614,0.384,231,0.357099264500952,undergrad,STEM,44000.0,-0.7539090909090909,-5.039100264920514,0,0,0,0
14911,27,M,White,10000,538,0.081,244,0.0401675232474372,graduate,Business,49000.0,-0.3592727272727272,-0.8412830062419736,0,0,1,1
14912,24,M,White,11000,578,0.317,239,0.0858379021309365,graduate,Business,34000.0,-0.5798181818181818,-1.6098730073894199,1,0,0,0
14913,30,M,White,20000,693,0.201,135,0.0452137813055003,undergrad,Arts,32000.0,-0.22563636363636366,-0.7682017393023672,1,0,1,1
14914,26,M,White,63000,718,0.302,76,0.0206891202622854,undergrad,Arts,70000.0,-0.17872727272727268,-0.42699671587469745,1,0,1,1
14915,24,F,White,19000,482,0.091,128,0.0627335567719358,undergrad,STEM,40000.0,-0.478909090909091,-1.2317117721723205,0,0,0,0
14916,22,F,White,29000,693,0.23,62,0.0725423339255437,graduate,Arts,22000.0,-0.07963636363636364,-0.9501443707428879,1,0,1,1
14917,27,F,White,16000,700,0.328,154,0.0379126509375481,undergrad,Business,12000.0,-0.2781818181818182,-0.7331336294323954,1,0,1,1
14918,30,F,White,16000,766,0.126,229,0.0845744546441171,undergrad,Business,27000.0,0.3658181818181818,-0.6490752739112233,1,0,1,1
14919,19,M,White,12000,646,0.308,76,0.0206891202622854,graduate,Arts,72000.0,-0.6085454545454544,-0.8568148976928792,1,0,1,0
14920,31,M,White,20000,681,0.173,73,0.0228348227025087,undergrad,STEM,127000.0,-0.013272727272727214,-0.28729059970283166,1,0,1,1
14921,19,M,White,5000,501,0.083,40,0.0254350988875314,undergrad,Arts,18000.0,-0.7778181818181819,-1.0830393684685586,0,0,1,0
14922,25,F,White,23000,740,0.129,76,0.0206891202622854,graduate,Law,40000.0,0.6572727272727272,0.4090032841253024,1,0,1,1
14923,20,F,White,4000,577,0.186,135,0.0452137813055003,undergrad,Arts,19000.0,-0.7134545454545455,-1.256019921120549,0,0,0,0
14924,23,M,White,14000,809,0.149,135,0.0452137813055003,graduate,Arts,38000.0,0.4141818181818182,-0.1283835574841854,1,0,1,1
14925,22,F,Other,5500,300,0.232,192,0.136063797821211,undergrad,Arts,55000.0,-1.903727272727273,-3.5364928465818046,0,0,0,0
14926,20,M,White,8000,751,0.228,76,0.0206891202622854,undergrad,Arts,36000.0,-0.14072727272727276,-0.38899671587469753,1,0,1,1
14927,21,M,Black,4000,425,0.197,74,0.1617494568275518,undergrad,STEM,69000.0,-1.0881818181818184,-3.0291753001124397,0,0,0,0
14928,20,F,White,24000,677,0.334,76,0.0206891202622854,graduate,STEM,90000.0,-0.17581818181818182,-0.4240876249656066,1,0,1,1
14929,28,F,Black,20000,533,0.108,38,0.0889068621286131,graduate,STEM,35000.0,-0.17145454545454547,-1.2383368909979027,0,0,0,1
14930,19,F,White,1500,608,0.295,25,0.0454556038190779,undergrad,STEM,43000.0,-0.6337272727272727,-1.1791945185562076,1,0,1,0
14931,22,M,White,17000,342,0.178,135,0.0452137813055003,graduate,Law,51000.0,-1.024,-1.5665653756660036,0,0,0,0
14932,20,M,White,5500,435,0.121,174,0.078052444157216,undergrad,STEM,154000.0,-0.8908181818181817,-1.8274475117047737,0,0,0,0
14933,19,F,Black,4500,337,0.142,76,0.0206891202622854,undergrad,Arts,72000.0,-1.5951818181818185,-1.8434512613292433,0,0,0,0
14934,33,M,White,20000,489,0.31,135,0.0452137813055003,undergrad,STEM,44000.0,-0.9854545454545456,-1.5280199211205492,0,0,0,0
14935,20,M,White,17000,740,0.136,59,0.3317741726742946,graduate,STEM,64000.0,0.40727272727272723,-3.5740173448188077,1,0,0,1
14936,19,F,White,13000,646,0.14,25,0.0454556038190779,graduate,Business,83000.0,-0.06654545454545455,-0.6120127003743894,1,0,1,1
14937,27,M,Asian,19000,758,0.256,25,0.0454556038190779,graduate,STEM,12000.0,0.3447272727272727,-0.20073997310166208,1,0,1,1
14938,29,M,White,45000,368,0.192,154,0.0379126509375481,undergrad,Arts,30000.0,-1.2394545454545454,-1.6944063567051226,0,0,0,0
14939,28,M,Black,35000,521,0.277,25,0.0454556038190779,undergrad,Arts,9000.0,-0.9130909090909091,-1.4585581549198439,0,0,0,0
14940,25,M,Other,14000,351,0.119,25,0.0454556038190779,undergrad,STEM,43000.0,-1.1412727272727272,-1.6867399731016621,0,0,0,0
14941,19,F,White,31000,696,0.122,135,0.0452137813055003,graduate,Business,27000.0,0.3592727272727273,-0.1832926483932763,1,0,1,1
14942,25,M,Black,26000,587,0.077,232,0.0830288146298239,undergrad,Business,15000.0,-0.1270909090909091,-1.1234366846487958,0,0,1,1
14943,35,F,Other,16000,850,0.108,135,0.0452137813055003,undergrad,Arts,29000.0,0.5072727272727273,-0.03529264839327628,1,0,1,1
14944,31,F,White,16000,708,0.237,178,0.0586398636214736,undergrad,Arts,38000.0,-0.26709090909090905,-0.9707692725485922,1,0,1,1
14945,22,F,White,7000,792,0.244,135,0.0452137813055003,undergrad,STEM,17000.0,0.27036363636363636,-0.27220173930236724,1,0,1,1
14946,21,F,Asian,4000,632,0.2,96,0.0598803195385864,undergrad,Arts,38000.0,-0.5414545454545454,-1.2600183799175821,0,0,0,0
14947,19,M,White,17000,709,0.304,135,0.0452137813055003,graduate,Business,47000.0,-0.14145454545454542,-0.684019921120549,1,0,1,1
14948,26,F,Asian,30000,850,0.286,102,0.1417615330827516,undergrad,Arts,41000.0,0.13527272727272732,-1.5658656697202917,1,0,0,1
14949,27,F,White,19000,603,0.23,23,0.3748923690837981,undergrad,Arts,19000.0,-0.6169090909090909,-5.115617519914667,0,0,0,0
14950,19,M,White,4500,850,0.222,46,0.0694158059645007,undergrad,Business,24000.0,0.41027272727272734,-0.42271694430128104,1,0,1,1
14951,25,M,White,20000,671,0.24,62,0.0725423339255437,undergrad,Arts,66000.0,-0.48363636363636364,-1.354144370742888,1,0,0,0
14952,42,F,White,62000,524,0.199,135,0.0452137813055003,graduate,Business,52000.0,-0.33418181818181814,-0.8767471938478217,0,0,1,1
14953,23,F,White,3000,578,0.214,35,0.159167951253268,undergrad,Business,189000.0,-0.6718181818181819,-2.5818335968573978,1,0,0,0
14954,21,F,White,8000,567,0.313,142,0.3267463977010624,undergrad,Arts,22000.0,-0.9798181818181818,-4.900774954230931,0,0,0,0
14955,28,M,White,28000,557,0.224,64,0.0893603870088699,undergrad,STEM,24000.0,-0.41818181818181815,-1.4905064622882571,1,0,0,1
14956,22,M,White,2500,735,0.186,62,0.0725423339255437,undergrad,Business,38000.0,0.05209090909090909,-0.8184170980156152,1,0,1,1
14957,24,F,White,11000,770,0.37,59,0.3317741726742946,undergrad,Arts,39000.0,-0.3376363636363636,-4.3189264357278985,0,0,0,1
14958,21,M,White,8000,686,0.328,76,0.0206891202622854,undergrad,STEM,18000.0,-0.27709090909090905,-0.5253603522383339,1,0,1,1
14959,19,F,White,23000,656,0.198,25,0.0454556038190779,graduate,Business,49000.0,-0.08618181818181817,-0.6316490640107529,1,0,1,1
14960,20,M,White,3000,400,0.299,96,0.0598803195385864,undergrad,STEM,114000.0,-1.3890909090909092,-2.1076547435539457,0,0,0,0
14961,25,F,White,13000,506,0.164,135,0.0452137813055003,undergrad,Arts,12000.0,-0.8736363636363638,-1.4162017393023674,0,0,0,0
14962,25,M,White,17000,714,0.361,1,0.0633813776097611,undergrad,Business,21000.0,-0.28727272727272724,-1.0478492585898604,1,0,1,1
14963,22,M,White,2500,837,0.388,1,0.0633813776097611,undergrad,STEM,34000.0,0.11900000000000004,-0.6415765313171333,1,0,1,1
14964,19,F,White,2000,799,0.499,135,0.0452137813055003,undergrad,Business,9000.0,-0.34418181818181814,-0.8867471938478217,1,0,1,1
14965,19,F,White,4500,761,0.044,154,0.0379126509375481,undergrad,Arts,76000.0,0.14263636363636362,-0.3123154476142136,1,0,1,1
14966,23,F,Black,32000,339,0.267,110,0.1297935402004485,graduate,Business,38000.0,-1.222909090909091,-2.780431573314473,0,0,0,0
14967,19,M,White,2500,300,0.252,76,0.0206891202622854,undergrad,Arts,24000.0,-1.861727272727273,-2.1099967158746975,0,0,0,0
14968,21,F,White,14000,611,0.229,76,0.0206891202622854,graduate,Law,82000.0,-0.1658181818181818,-0.4140876249656066,1,0,1,1
14969,22,F,Asian,2500,771,0.144,76,0.0206891202622854,undergrad,Arts,52000.0,-0.032999999999999974,-0.28126944314742475,1,0,1,1
14970,22,F,White,7500,646,0.075,47,0.0941029777396706,undergrad,Arts,19000.0,-0.21954545454545454,-1.3487811874215019,0,0,0,1
14971,19,F,White,3000,797,0.232,135,0.0452137813055003,undergrad,Arts,30000.0,-0.011454545454545481,-0.5540199211205491,1,0,1,1
14972,24,M,Other,19000,828,0.071,135,0.0452137813055003,graduate,STEM,5000.0,0.9692727272727273,0.4267073516067237,1,0,1,1
14973,25,F,White,31000,748,0.351,104,0.0834136145138897,undergrad,Arts,27000.0,-0.25963636363636355,-1.26059973780304,1,0,0,1
14974,26,M,White,14000,850,0.28,177,0.128168250145393,undergrad,STEM,84000.0,0.3512727272727273,-1.1867462744719885,1,0,1,1
14975,23,M,White,5000,300,0.422,59,0.3317741726742946,undergrad,Business,17000.0,-1.986727272727273,-5.968017344818808,0,0,0,0
14976,19,M,Other,2500,707,0.14,62,0.0725423339255437,undergrad,Arts,28000.0,-0.15772727272727277,-1.028235279833797,1,0,1,1
14977,28,F,White,26000,574,0.098,104,0.0834136145138897,undergrad,Arts,48000.0,-0.5163636363636364,-1.5173270105303127,0,0,0,0
14978,19,M,White,1500,610,0.185,130,0.0737830316203467,undergrad,Arts,21000.0,-0.6064545454545454,-1.4918509248987057,0,0,0,0
14979,19,F,White,8000,688,0.353,38,0.0889068621286131,undergrad,STEM,14000.0,-0.3198181818181817,-1.386700527361539,1,0,0,1
14980,22,M,White,5500,338,0.085,121,0.0259552783224867,undergrad,STEM,27000.0,-1.0715454545454546,-1.383008794415295,0,0,0,0
14981,32,M,White,26000,427,0.44,212,0.0192123729913557,graduate,Arts,62000.0,-1.5849090909090913,-1.8154575668053596,0,0,0,0
14982,23,F,White,84000,501,0.244,229,0.0845744546441171,graduate,Business,41000.0,-0.37581818181818194,-1.3907116375475872,1,0,0,1
14983,19,M,Other,5000,300,0.272,96,0.0598803195385864,undergrad,Business,76000.0,-1.7867272727272727,-2.5052911071903097,0,0,0,0
14984,27,F,White,19000,564,0.116,122,0.0715110732622415,undergrad,STEM,9000.0,-0.23072727272727273,-1.0888601518741707,1,0,1,1
14985,19,M,White,33000,600,0.289,96,0.0598803195385864,graduate,Arts,15000.0,-0.5118181818181817,-1.2303820162812185,1,0,0,0
14986,19,M,White,25000,466,0.245,110,0.1297935402004485,graduate,Arts,131000.0,-1.0590909090909093,-2.6166133914962915,0,0,0,0
14987,25,F,Asian,32000,686,0.33,62,0.0725423339255437,undergrad,STEM,14000.0,-0.13709090909090904,-1.0075989161974332,1,0,1,1
14988,30,F,White,33000,455,0.213,142,0.3267463977010624,undergrad,STEM,30000.0,-0.7370909090909092,-4.658047681503658,0,0,0,0
14989,19,M,Black,6000,486,0.346,19,0.0682581446813445,undergrad,Arts,27000.0,-1.3523636363636364,-2.1714613725397705,0,0,0,0
14990,23,F,Black,3000,459,0.184,96,0.0598803195385864,undergrad,Arts,37000.0,-1.1445454545454548,-1.8631092890084915,0,0,0,0
14991,25,F,Asian,10000,745,0.305,76,0.0206891202622854,undergrad,Arts,53000.0,-0.40454545454545454,-0.6528148976928794,1,0,1,1
14992,24,F,White,41000,581,0.081,142,0.3267463977010624,graduate,Arts,80000.0,-0.2169090909090909,-4.1378658633218395,0,0,0,1
14993,19,M,Other,22000,602,0.239,78,0.0,graduate,STEM,33000.0,-0.1705454545454545,-0.1705454545454545,1,0,1,1
14994,24,M,White,13000,850,0.263,195,0.0088945731217383,undergrad,Business,30000.0,0.3792727272727273,0.27253784981186774,1,0,1,1
14995,21,F,Black,10000,651,0.406,135,0.0452137813055003,graduate,Arts,29000.0,-0.6983636363636363,-1.24092901202964,1,1,0,0
14996,19,F,Asian,5000,697,0.326,135,0.0452137813055003,undergrad,STEM,8000.0,-0.2510909090909091,-0.7936562847569126,1,0,1,1
14997,31,F,White,17000,803,0.262,199,0.1125151125506695,undergrad,STEM,64000.0,0.23436363636363639,-1.1158177142443977,1,0,1,1
14998,19,M,White,18000,516,0.112,147,0.1173572203571072,graduate,STEM,43000.0,-0.35327272727272724,-1.7615593715580136,0,0,0,1
14999,29,M,Black,17000,524,0.196,38,0.0889068621286131,graduate,STEM,24000.0,-0.39818181818181814,-1.4650641637251753,0,0,0,1
15000,19,M,Other,18000,589,0.282,135,0.0452137813055003,graduate,Law,81000.0,-0.32781818181818173,-0.8703835574841854,1,0,1,1
15001,20,M,Asian,13000,494,0.431,62,0.0725423339255437,graduate,Arts,22000.0,-1.3012727272727274,-2.1717807343792517,0,0,0,0
15002,22,F,White,5500,809,0.03,135,0.0452137813055003,undergrad,Business,35000.0,0.6511818181818181,0.10861644251581448,1,0,1,1
15003,19,F,White,3000,479,0.065,137,0.0310092187406583,undergrad,Business,38000.0,-0.6338181818181818,-1.0059288067060814,0,0,1,0
15004,26,M,White,20000,765,0.073,96,0.0598803195385864,undergrad,Business,21000.0,0.49218181818181816,-0.22638201628121857,1,0,1,1
15005,24,F,White,18000,751,0.126,76,0.0206891202622854,graduate,STEM,50000.0,0.47327272727272723,0.22500328412530243,1,0,1,1
15006,23,F,White,28000,371,0.273,209,0.0574631475055406,graduate,STEM,24000.0,-1.0425454545454549,-1.732103224611942,0,0,0,0
15007,31,F,White,33000,438,0.241,23,0.3748923690837981,undergrad,STEM,21000.0,-0.8549090909090908,-5.353617519914668,0,0,0,0
15008,25,M,White,10000,617,0.139,135,0.0452137813055003,undergrad,STEM,44000.0,-0.23800000000000004,-0.7805653756660036,1,0,1,1
15009,32,F,White,44000,321,0.263,15,0.058549574873081,undergrad,Arts,7000.0,-1.5583636363636364,-2.2609585348406087,0,0,0,0
15010,20,F,White,10000,738,0.141,76,0.0206891202622854,graduate,Arts,22000.0,0.14800000000000002,-0.10026944314742478,1,0,1,1
15011,19,M,White,6000,504,0.15,135,0.0452137813055003,undergrad,STEM,28000.0,-0.5949090909090908,-1.1374744665750944,0,0,1,0
15012,26,M,White,26000,654,0.221,135,0.0452137813055003,undergrad,Arts,22000.0,-0.3714545454545455,-0.9140199211205491,1,0,1,1
15013,19,F,White,22000,530,0.392,62,0.0725423339255437,graduate,STEM,32000.0,-0.7383636363636361,-1.6088716434701604,1,1,0,0
15014,20,F,Black,4500,544,0.208,139,0.3296299630165421,undergrad,Arts,36000.0,-0.8744545454545454,-4.830014101653051,0,0,0,0
15015,19,F,White,1500,747,0.104,125,0.076007198487916,undergrad,Arts,30000.0,0.053727272727272735,-0.8583591091277193,1,0,1,1
15016,19,F,White,6500,748,0.18,177,0.128168250145393,undergrad,STEM,17000.0,0.2353636363636364,-1.3026553653810793,1,0,0,1
15017,21,F,White,2500,569,0.159,123,0.0184661476241641,undergrad,Arts,68000.0,-0.7975454545454544,-1.0191392260354237,0,0,1,0
15018,21,F,Other,7000,351,0.166,23,0.3748923690837981,undergrad,Business,27000.0,-1.2772727272727271,-5.775981156278304,0,0,0,0
15019,23,M,Other,20000,378,0.152,135,0.0452137813055003,graduate,Arts,57000.0,-1.2230909090909092,-1.7656562847569128,0,0,0,0
15020,26,F,Black,17000,793,0.328,23,0.3748923690837981,undergrad,Arts,12000.0,-0.134,-4.632708429005577,0,0,0,1
15021,19,F,White,2500,649,0.246,25,0.0454556038190779,undergrad,STEM,29000.0,-0.28063636363636363,-0.8261036094652985,1,0,1,1
15022,25,M,Asian,33000,850,0.144,25,0.0454556038190779,undergrad,STEM,40000.0,0.8372727272727274,0.2918054814437926,1,0,1,1
15023,29,F,Black,18000,542,0.156,135,0.0452137813055003,undergrad,Business,21000.0,-0.4967272727272727,-1.0392926483932763,0,0,1,0
15024,32,F,Other,20000,351,0.321,121,0.0259552783224867,graduate,Arts,24000.0,-1.5592727272727274,-1.8707360671425677,0,0,0,0
15025,33,M,White,18000,688,0.317,212,0.0192123729913557,undergrad,Arts,21000.0,-0.4878181818181818,-0.7183666577144503,1,1,1,0
15026,19,F,White,6500,738,0.206,62,0.0725423339255437,undergrad,STEM,17000.0,0.14700000000000005,-0.7235080071065243,1,0,1,1
15027,19,F,White,7500,657,0.146,162,0.0696285964376456,undergrad,Arts,35000.0,-0.3215454545454546,-1.1570886117972017,1,0,1,1
15028,19,F,Black,3500,352,0.175,46,0.0694158059645007,undergrad,Arts,37000.0,-1.5126363636363638,-2.345626035210372,0,0,0,0
15029,20,F,Other,2500,736,0.134,154,0.0379126509375481,undergrad,STEM,23000.0,0.25972727272727275,-0.19522453852330446,1,0,1,1
15030,20,F,Black,4500,554,0.256,181,0.0694555405916422,undergrad,Business,57000.0,-0.8340909090909091,-1.6675573961906154,0,0,0,0
15031,19,M,White,2500,631,0.308,135,0.0452137813055003,undergrad,STEM,30000.0,-0.47009090909090906,-1.0126562847569127,1,0,1,0
15032,23,M,White,1500,848,0.223,135,0.0452137813055003,undergrad,Arts,15000.0,0.18299999999999997,-0.35956537566600366,1,0,1,1
15033,31,M,White,13000,751,0.297,25,0.0454556038190779,undergrad,STEM,17000.0,0.0512727272727273,-0.4941945185562075,1,0,1,1
15034,20,F,Other,54000,300,0.294,73,0.0228348227025087,graduate,Arts,16000.0,-1.4867272727272727,-1.7607451451573772,0,0,0,0
15035,33,M,Black,14000,694,0.202,135,0.0452137813055003,undergrad,Business,93000.0,-0.16,-0.7025653756660036,1,0,1,1
15036,24,F,White,15000,357,0.361,25,0.0454556038190779,graduate,STEM,16000.0,-1.3474545454545455,-1.8929217912834804,0,0,0,0
15037,29,F,Other,41000,697,0.046,128,0.0627335567719358,undergrad,STEM,35000.0,0.524909090909091,-0.2278935903541386,1,0,1,1
15038,31,F,White,34000,640,0.417,76,0.0206891202622854,undergrad,Arts,16000.0,-0.7663636363636362,-1.014633079511061,1,1,1,0
15039,25,M,White,25000,466,0.28,196,0.1025750047919756,undergrad,Business,46000.0,-1.079090909090909,-2.3099909665946163,0,0,0,0
15040,32,F,White,20000,850,0.196,96,0.0598803195385864,undergrad,Arts,12000.0,0.3552727272727273,-0.36329110719030944,1,0,1,1
15041,28,M,Other,26000,418,0.166,110,0.1297935402004485,undergrad,Business,10000.0,-0.9196363636363637,-2.4771588460417457,0,0,0,0
15042,22,M,White,5500,846,0.063,25,0.0454556038190779,undergrad,Arts,61000.0,0.41972727272727284,-0.12573997310166196,1,0,1,1
15043,25,M,White,13000,756,0.191,73,0.0228348227025087,undergrad,STEM,15000.0,0.28145454545454546,0.0074366730244410095,1,0,1,1
15044,19,M,White,12000,834,0.206,135,0.0452137813055003,graduate,STEM,24000.0,0.6790909090909092,0.1365255334249056,1,0,1,1
15045,29,M,Black,32000,300,0.286,25,0.0454556038190779,undergrad,Arts,27000.0,-1.7527272727272727,-2.2981945185562074,0,0,0,0
15046,27,M,Other,10000,692,0.304,122,0.0715110732622415,graduate,Law,33000.0,0.2547272727272727,-0.6034056064196254,1,0,1,1
15047,24,F,White,14000,701,0.199,135,0.0452137813055003,graduate,STEM,17000.0,0.22145454545454543,-0.32111083021145814,1,0,1,1
15048,28,M,White,35000,539,0.124,55,0.1369638718069605,undergrad,Arts,17000.0,-0.5416363636363636,-2.1852028253198896,0,0,0,0
15049,22,F,Asian,21000,560,0.135,96,0.0598803195385864,graduate,Arts,71000.0,-0.5212727272727272,-1.239836561735764,1,0,0,0
15050,22,F,White,6500,600,0.124,148,0.0975494628796399,undergrad,Business,17000.0,-0.29081818181818186,-1.4614117363738608,0,0,0,1
15051,29,M,Other,23000,811,0.183,96,0.0598803195385864,graduate,STEM,24000.0,0.7074545454545456,-0.011109289008491174,1,0,1,1
15052,29,M,White,15000,637,0.249,76,0.0206891202622854,undergrad,Business,73000.0,-0.4552727272727273,-0.7035421704201521,1,1,1,0
15053,23,F,White,3000,681,0.15,25,0.0454556038190779,undergrad,STEM,60000.0,-0.06927272727272721,-0.6147399731016621,1,0,1,1
15054,19,M,White,53000,673,0.124,141,0.0011525810664222,graduate,Arts,28000.0,0.2036363636363636,0.18980539083929718,1,0,1,1
15055,19,M,Black,6000,681,0.129,122,0.0715110732622415,undergrad,Arts,20000.0,-0.20927272727272728,-1.0674056064196253,0,0,1,1
15056,19,M,Black,12000,596,0.219,96,0.0598803195385864,graduate,STEM,68000.0,-0.31236363636363634,-1.0309274708266731,1,0,1,1
15057,25,M,Black,25000,350,0.235,229,0.0845744546441171,undergrad,Arts,119000.0,-1.610909090909091,-2.6258025466384964,0,0,0,0
15058,23,M,White,4000,728,0.17,73,0.0228348227025087,undergrad,STEM,19000.0,0.1676363636363636,-0.10638150879374084,1,0,1,1
15059,27,M,White,18000,476,0.409,135,0.0452137813055003,undergrad,Business,26000.0,-1.2427272727272725,-1.785292648393276,0,0,0,0
15060,24,F,Black,30000,348,0.132,59,0.3317741726742946,undergrad,STEM,46000.0,-1.0821818181818184,-5.0634718902733535,0,0,0,0
15061,19,F,Asian,7000,568,0.127,76,0.0206891202622854,undergrad,Arts,30000.0,-0.610181818181818,-0.8584512613292429,1,0,1,0
15062,24,M,White,20000,637,0.236,96,0.0598803195385864,undergrad,Arts,25000.0,-0.4992727272727272,-1.2178365617357638,1,0,0,0
15063,23,F,White,2500,691,0.238,37,0.0626858966647204,undergrad,STEM,8000.0,-0.1119090909090909,-0.8641398508857356,1,0,1,1
15064,25,M,White,14000,539,0.185,248,0.0114381620879679,graduate,Law,57000.0,-0.3396363636363637,-0.47689430869197846,1,0,1,1
15065,25,F,White,35000,715,0.477,135,0.0452137813055003,undergrad,Business,89000.0,-0.5076363636363637,-1.0502017393023673,1,0,1,0
15066,28,F,Black,14000,721,0.205,25,0.0454556038190779,undergrad,Arts,69000.0,-0.26781818181818184,-0.8132854276471166,0,0,1,1
15067,19,F,White,34000,648,0.052,135,0.0452137813055003,graduate,STEM,38000.0,0.44272727272727275,-0.09983810293873085,1,0,1,1
15068,28,F,White,19000,356,0.391,135,0.0452137813055003,undergrad,Arts,15000.0,-1.837090909090909,-2.379656284756913,0,0,0,0
15069,21,M,White,2000,566,0.035,76,0.0206891202622854,undergrad,Business,43000.0,-0.3634545454545455,-0.6117239886019703,1,0,1,1
15070,24,F,Asian,21000,579,0.102,76,0.0206891202622854,undergrad,Arts,40000.0,-0.4361818181818181,-0.6844512613292429,0,0,1,1
15071,19,M,Black,2500,558,0.304,14,0.0716640292402546,undergrad,Arts,38000.0,-1.0275454545454545,-1.8875138054285097,0,0,0,0
15072,29,M,Black,11000,702,0.235,120,0.0542016312380452,undergrad,STEM,71000.0,-0.1149090909090909,-0.7653286657656333,1,0,1,1
15073,22,F,White,19000,717,0.333,135,0.0452137813055003,graduate,Law,18000.0,0.1416363636363636,-0.40092901202964004,1,0,1,1
15074,19,M,Black,5000,850,0.332,135,0.0452137813055003,undergrad,STEM,41000.0,0.19327272727272726,-0.34929264839327634,1,0,1,1
15075,27,F,White,10000,635,0.085,73,0.0228348227025087,undergrad,Business,21000.0,-0.06454545454545454,-0.338563326975559,1,0,1,1
15076,31,M,White,21000,662,0.334,135,0.0452137813055003,graduate,Law,42000.0,0.05163636363636359,-0.49092901202964,1,0,1,1
15077,19,F,White,10000,736,0.328,76,0.0206891202622854,graduate,Business,63000.0,-0.1332727272727273,-0.3815421704201521,1,0,1,1
15078,21,F,White,3000,613,0.146,18,0.0370395003477631,undergrad,Arts,12000.0,-0.5085454545454545,-0.9530194587186117,1,0,1,0
15079,25,M,White,15000,300,0.25,26,0.0619779089316794,graduate,STEM,16000.0,-1.3327272727272728,-2.0764621799074257,0,0,0,0
15080,22,M,White,3500,781,0.311,135,0.0452137813055003,undergrad,STEM,31000.0,0.0753636363636364,-0.4672017393023672,1,0,1,1
15081,26,M,Other,18000,724,0.161,97,0.1699801216915541,graduate,Law,250000.0,0.6050909090909091,-1.4346705512077402,1,0,0,1
