applicant_id,institution_id,cohort_default_rate,race,age,sex,status,income,credit_score,dti,program_level,major,loan_amount,score_base,score_with_cdr,loan_granted,defaulted,approved,low_risk_terms
4505,CommunityCollege,0.12,White,28,M,Non-US,19000,617,0.158,undergrad,Arts,16000.0,-0.42200000000000004,-0.638,0,0,1,0
4506,CommunityCollege,0.12,Other,19,M,US Person,8000,627,0.187,undergrad,Arts,20000.0,-0.5596363636363637,-0.7756363636363637,0,0,0,0
4507,StateU,0.065,White,23,M,Non-US,5000,623,0.149,undergrad,Arts,5000.0,-0.46618181818181814,-0.5831818181818181,0,0,1,0
4508,ForProfit1,0.25,White,25,F,Non-US,24000,689,0.12,graduate,Arts,33000.0,0.09581818181818183,-0.35418181818181815,0,0,1,1
4509,CommunityCollege,0.12,White,22,M,Non-US,7000,797,0.14,undergrad,Arts,17000.0,0.1965454545454545,-0.019454545454545502,0,0,1,1
4510,CommunityCollege,0.12,Black,19,F,Non-US,7500,570,0.044,undergrad,Arts,14000.0,-0.6839090909090909,-0.8999090909090909,0,0,0,0
4511,StateU,0.065,White,29,M,US Person,42000,633,0.19,undergrad,Business,54000.0,-0.18981818181818186,-0.3068181818181819,0,0,1,1
4512,StateU,0.065,White,24,F,Non-US,11000,697,0.124,undergrad,Arts,30000.0,-0.1110909090909091,-0.22809090909090912,0,0,1,1
4513,CommunityCollege,0.12,White,20,M,Non-US,7000,534,0.217,undergrad,STEM,55000.0,-0.7138181818181817,-0.9298181818181817,0,0,0,0
4514,CommunityCollege,0.12,White,32,M,Non-US,51000,706,0.032,graduate,STEM,42000.0,0.6956363636363636,0.47963636363636364,1,0,1,1
4515,CommunityCollege,0.12,White,19,F,US Person,2500,706,0.462,undergrad,STEM,42000.0,-0.6053636363636363,-0.8213636363636363,0,0,0,0
4516,UVA,0.035,White,23,F,Non-US,21000,336,0.335,graduate,Arts,30000.0,-1.6358181818181823,-1.6988181818181822,0,0,0,0
4517,StateU,0.065,White,30,M,Non-US,15000,850,0.185,undergrad,Arts,25000.0,0.3472727272727273,0.2302727272727273,1,1,1,1
4518,ForProfit2,0.3,White,25,M,US Person,21000,599,0.446,undergrad,Business,39000.0,-0.8514545454545455,-1.3914545454545455,0,0,0,0
4519,ForProfit1,0.25,White,19,M,Non-US,16000,627,0.11,graduate,STEM,22000.0,0.14236363636363636,-0.30763636363636365,1,1,1,1
4520,ForProfit1,0.25,Other,26,F,Non-US,23000,803,0.112,undergrad,Business,56000.0,0.42036363636363644,-0.029636363636363572,1,0,1,1
4521,StateU,0.065,Black,34,F,Non-US,28000,493,0.185,undergrad,Arts,7000.0,-1.1229090909090909,-1.2399090909090908,0,0,0,0
4522,CommunityCollege,0.12,Black,21,F,Non-US,17000,692,0.106,graduate,Arts,101000.0,-0.25727272727272726,-0.4732727272727273,0,0,1,0
4523,CommunityCollege,0.12,White,19,M,Non-US,6000,433,0.388,undergrad,Arts,27000.0,-1.6290909090909091,-1.8450909090909091,0,0,0,0
4524,CommunityCollege,0.12,White,19,F,US Person,11000,556,0.235,graduate,Law,38000.0,-0.2958181818181817,-0.5118181818181817,0,0,1,0
4525,ForProfit2,0.3,Black,23,F,Non-US,5500,610,0.187,undergrad,Arts,58000.0,-0.9364545454545453,-1.4764545454545455,0,0,0,0
4526,StateU,0.065,White,19,M,Non-US,2000,723,0.075,undergrad,Arts,16000.0,0.027454545454545454,-0.08954545454545455,0,0,1,1
4527,ForProfit1,0.25,White,27,F,Non-US,17000,837,0.28,graduate,Law,55000.0,0.772,0.322,1,1,1,1
4528,CommunityCollege,0.12,Other,20,F,Non-US,7500,612,0.369,undergrad,Arts,40000.0,-0.9811818181818182,-1.1971818181818181,0,0,0,0
4529,CommunityCollege,0.12,Black,24,M,Non-US,20000,808,0.081,undergrad,Business,24000.0,0.3825454545454545,0.16654545454545452,1,1,1,1
4530,CommunityCollege,0.12,White,19,M,Non-US,20000,582,0.091,graduate,Business,52000.0,-0.15927272727272726,-0.37527272727272726,0,0,1,1
4531,StateU,0.065,White,22,M,Non-US,1500,850,0.112,undergrad,STEM,111000.0,0.6122727272727273,0.4952727272727273,1,0,1,1
4532,CommunityCollege,0.12,White,30,M,Non-US,16000,697,0.132,undergrad,Arts,26000.0,-0.09709090909090912,-0.3130909090909091,0,0,1,1
4533,StateU,0.065,Other,19,F,US Person,4500,695,0.247,undergrad,Arts,23000.0,-0.45336363636363636,-0.5703636363636364,0,0,1,0
4534,UVA,0.035,Black,19,F,Non-US,1000,690,0.042,undergrad,STEM,185000.0,-0.08254545454545453,-0.14554545454545453,0,0,1,1
4535,StateU,0.065,White,20,M,Non-US,5500,615,0.123,undergrad,Business,41000.0,-0.3402727272727273,-0.4572727272727273,0,0,1,0
4536,CommunityCollege,0.12,White,31,F,Non-US,22000,771,0.124,graduate,Arts,58000.0,0.274,0.058000000000000024,1,1,1,1
4537,ForProfit1,0.25,Other,31,F,Non-US,32000,792,0.327,graduate,STEM,21000.0,0.3543636363636364,-0.09563636363636363,0,0,1,1
4538,StateU,0.065,White,25,F,Non-US,33000,849,0.311,graduate,Arts,32000.0,0.34963636363636363,0.23263636363636364,0,0,1,1
4539,StateU,0.065,White,23,F,Non-US,5000,718,0.44,undergrad,Business,99000.0,-0.6027272727272727,-0.7197272727272727,0,0,0,0
4540,CommunityCollege,0.12,Other,28,M,Non-US,16000,558,0.203,graduate,Arts,43000.0,-0.7445454545454546,-0.9605454545454546,0,0,0,0
4541,CommunityCollege,0.12,Black,30,M,US Person,14000,424,0.08,undergrad,Arts,39000.0,-1.247818181818182,-1.463818181818182,0,0,0,0
4542,CommunityCollege,0.12,White,28,M,Non-US,25000,413,0.159,undergrad,Arts,22000.0,-1.129818181818182,-1.345818181818182,0,0,0,0
4543,StateU,0.065,Black,27,M,Non-US,10000,698,0.17,graduate,Arts,35000.0,-0.3054545454545455,-0.42245454545454547,0,0,1,1
4544,CommunityCollege,0.12,Asian,22,F,Non-US,18000,793,0.286,graduate,Law,43000.0,0.556,0.3400000000000001,1,0,1,1
4545,StateU,0.065,Black,19,F,Non-US,8000,353,0.122,undergrad,Arts,56000.0,-1.7260000000000002,-1.8430000000000002,0,0,0,0
4546,CommunityCollege,0.12,White,27,F,US Person,23000,841,0.104,undergrad,Business,69000.0,0.6245454545454546,0.40854545454545466,1,0,1,1
4547,CommunityCollege,0.12,Other,30,M,Non-US,47000,411,0.118,undergrad,Arts,27000.0,-0.9730909090909091,-1.1890909090909092,0,0,0,0
4548,CommunityCollege,0.12,White,27,F,Non-US,30000,813,0.14,undergrad,STEM,22000.0,0.6927272727272727,0.4767272727272728,1,1,1,1
4549,UVA,0.035,White,19,F,US Person,4000,715,0.158,undergrad,Business,19000.0,0.04436363636363636,-0.018636363636363652,0,0,1,1
4550,CommunityCollege,0.12,Black,27,F,Non-US,60000,762,0.098,graduate,STEM,25000.0,0.6712727272727272,0.4552727272727273,1,1,1,1
4551,ForProfit2,0.3,Black,25,M,Non-US,37000,685,0.122,undergrad,Arts,27000.0,-0.24472727272727274,-0.7847272727272727,0,0,0,0
4552,UVA,0.035,Other,28,F,Non-US,29000,850,0.208,undergrad,Arts,14000.0,0.33527272727272733,0.27227272727272733,0,0,1,1
4553,CommunityCollege,0.12,White,20,F,Non-US,3000,642,0.299,undergrad,Arts,45000.0,-0.809090909090909,-1.025090909090909,0,0,0,0
4554,CommunityCollege,0.12,Other,26,F,Non-US,28000,582,0.35,undergrad,Arts,51000.0,-1.0292727272727271,-1.245272727272727,0,0,0,0
4555,ForProfit2,0.3,White,22,F,US Person,4500,642,0.416,undergrad,Business,28000.0,-0.734090909090909,-1.274090909090909,0,0,0,0
4556,StateU,0.065,White,24,F,Non-US,32000,727,0.02,undergrad,Arts,5000.0,0.3320000000000001,0.21500000000000008,1,1,1,1
4557,CommunityCollege,0.12,Other,26,F,Non-US,30000,634,0.218,undergrad,Arts,36000.0,-0.4641818181818182,-0.6801818181818182,0,0,1,0
4558,UVA,0.035,Asian,34,F,US Person,49000,763,0.265,undergrad,Business,16000.0,0.4249090909090909,0.3619090909090909,1,0,1,1
4559,CommunityCollege,0.12,White,19,M,US Person,4500,372,0.151,undergrad,Business,9000.0,-1.185909090909091,-1.401909090909091,0,0,0,0
4560,UVA,0.035,White,19,M,Non-US,25000,710,0.39,graduate,Arts,32000.0,-0.3618181818181818,-0.4248181818181818,0,0,1,1
4561,UVA,0.035,White,26,F,US Person,19000,614,0.176,undergrad,Arts,39000.0,-0.46890909090909094,-0.531909090909091,0,0,1,0
4562,CommunityCollege,0.12,Black,19,F,US Person,3000,835,0.308,undergrad,Business,44000.0,-0.17527272727272725,-0.3912727272727272,0,0,1,1
4563,CommunityCollege,0.12,White,29,M,Non-US,15000,770,0.272,undergrad,STEM,30000.0,0.1823636363636363,-0.033636363636363686,0,0,1,1
4564,CommunityCollege,0.12,Other,28,M,Non-US,29000,724,0.271,undergrad,Arts,16000.0,-0.2489090909090909,-0.46490909090909094,0,0,1,0
4565,ForProfit1,0.25,Asian,23,F,Non-US,1000,733,0.224,undergrad,Arts,17000.0,-0.0901818181818182,-0.5401818181818182,0,0,1,0
4566,CommunityCollege,0.12,White,29,M,Non-US,36000,850,0.302,undergrad,STEM,62000.0,0.43927272727272726,0.22327272727272726,1,1,1,1
4567,ForProfit1,0.25,White,23,F,Non-US,37000,300,0.13,graduate,STEM,36000.0,-0.9607272727272729,-1.4107272727272728,0,0,0,0
4568,CommunityCollege,0.12,Other,27,M,Non-US,15000,593,0.166,undergrad,Arts,38000.0,-0.5992727272727274,-0.8152727272727274,0,0,0,0
4569,StateU,0.065,White,24,M,Non-US,20000,632,0.465,undergrad,Arts,30000.0,-0.9754545454545455,-1.0924545454545456,0,0,0,0
4570,StateU,0.065,Black,19,M,US Person,13000,816,0.257,graduate,STEM,21000.0,0.26763636363636367,0.15063636363636368,1,1,1,1
4571,UVA,0.035,Asian,36,F,Non-US,59000,459,0.162,undergrad,Business,39000.0,-0.41454545454545466,-0.47754545454545466,0,0,1,0
4572,ForProfit1,0.25,White,25,M,Non-US,16000,543,0.258,graduate,Arts,26000.0,-0.7590909090909091,-1.2090909090909092,0,0,0,0
4573,StateU,0.065,Other,26,M,Non-US,28000,475,0.276,graduate,Arts,29000.0,-1.0203636363636364,-1.1373636363636364,0,0,0,0
4574,ForProfit1,0.25,White,20,M,Non-US,2000,627,0.167,undergrad,Arts,16000.0,-0.5056363636363637,-0.9556363636363636,0,0,0,0
4575,StateU,0.065,Other,28,M,Non-US,22000,505,0.081,undergrad,Arts,37000.0,-0.7072727272727273,-0.8242727272727273,0,0,0,0
4576,ForProfit1,0.25,White,23,F,Non-US,6000,638,0.126,undergrad,Arts,36000.0,-0.35963636363636364,-0.8096363636363637,0,0,0,0
4577,ForProfit2,0.3,Black,28,M,Non-US,26000,709,0.352,undergrad,Arts,45000.0,-0.7834545454545454,-1.3234545454545454,0,0,0,0
4578,ForProfit1,0.25,White,19,M,Non-US,15000,662,0.177,graduate,STEM,43000.0,0.029636363636363655,-0.4203636363636364,0,0,1,1
4579,StateU,0.065,Black,29,F,Non-US,34000,850,0.317,undergrad,Business,59000.0,0.0472727272727273,-0.06972727272727271,0,0,1,1
4580,StateU,0.065,White,27,F,US Person,37000,803,0.286,undergrad,Business,60000.0,0.20636363636363644,0.08936363636363644,1,1,1,1
4581,ForProfit1,0.25,Asian,22,M,US Person,5500,508,0.17,undergrad,Arts,26000.0,-0.7733636363636364,-1.2233636363636364,0,0,0,0
4582,CommunityCollege,0.12,White,19,M,Non-US,3000,635,0.07,undergrad,STEM,76000.0,-0.07654545454545453,-0.29254545454545455,0,0,1,1
4583,CommunityCollege,0.12,White,38,M,US Person,39000,699,0.037,undergrad,Arts,24000.0,0.2381818181818182,0.02218181818181819,0,0,1,1
4584,CommunityCollege,0.12,Black,22,F,US Person,6500,667,0.242,undergrad,Business,24000.0,-0.5331818181818182,-0.7491818181818182,0,0,0,0
4585,ForProfit1,0.25,Other,22,M,Non-US,3500,418,0.208,undergrad,Arts,45000.0,-1.488636363636364,-1.938636363636364,0,0,0,0
4586,StateU,0.065,White,24,M,Non-US,10000,792,0.187,undergrad,Arts,39000.0,0.10236363636363635,-0.014636363636363656,0,0,1,1
4587,StateU,0.065,White,22,F,Non-US,6000,528,0.037,undergrad,Business,18000.0,-0.38163636363636366,-0.49863636363636366,0,0,1,0
4588,CommunityCollege,0.12,White,30,M,Non-US,24000,614,0.199,undergrad,Business,23000.0,-0.284909090909091,-0.500909090909091,0,0,1,0
4589,CommunityCollege,0.12,White,22,M,Non-US,6000,664,0.049,undergrad,STEM,27000.0,0.18890909090909092,-0.027090909090909082,0,0,1,1
4590,CommunityCollege,0.12,Other,24,M,US Person,10000,601,0.124,graduate,Arts,16000.0,-0.3661818181818182,-0.5821818181818182,0,0,1,0
4591,ForProfit2,0.3,Black,25,F,Non-US,36000,654,0.209,undergrad,STEM,55000.0,-0.33745454545454545,-0.8774545454545455,0,0,0,0
4592,CommunityCollege,0.12,White,26,F,US Person,17000,783,0.125,graduate,Law,62000.0,0.8856363636363638,0.6696363636363638,1,1,1,1
4593,StateU,0.065,White,29,M,Non-US,12000,458,0.193,undergrad,Arts,31000.0,-1.1121818181818184,-1.2291818181818184,0,0,0,0
4594,UVA,0.035,White,27,F,Non-US,15000,671,0.348,undergrad,Business,48000.0,-0.5296363636363636,-0.5926363636363636,0,0,1,0
4595,ForProfit2,0.3,Other,24,M,Non-US,27000,726,0.201,graduate,STEM,6000.0,0.33636363636363636,-0.20363636363636367,0,0,1,1
4596,CommunityCollege,0.12,White,19,M,Non-US,23000,546,0.406,graduate,Business,67000.0,-0.9021818181818183,-1.1181818181818184,0,0,0,0
4597,StateU,0.065,White,25,F,Non-US,25000,581,0.246,graduate,STEM,31000.0,-0.2429090909090909,-0.3599090909090909,0,0,1,1
4598,StateU,0.065,White,30,F,Non-US,30000,734,0.316,undergrad,STEM,22000.0,0.05345454545454548,-0.06354545454545453,0,0,1,1
4599,StateU,0.065,Black,26,F,Non-US,11000,769,0.136,undergrad,Arts,16000.0,-0.12327272727272728,-0.2402727272727273,0,0,1,1
4600,StateU,0.065,White,35,F,US Person,43000,544,0.062,undergrad,Arts,33000.0,-0.35145454545454535,-0.46845454545454535,0,0,1,0
4601,ForProfit2,0.3,White,28,M,Non-US,13000,755,0.274,undergrad,STEM,22000.0,0.1118181818181818,-0.4281818181818182,0,0,1,1
4602,StateU,0.065,White,19,M,Non-US,3500,470,0.393,undergrad,Business,45000.0,-1.4195454545454547,-1.5365454545454547,0,0,0,0
4603,StateU,0.065,Other,19,M,Non-US,3000,850,0.214,undergrad,Business,28000.0,0.36727272727272736,0.25027272727272737,0,0,1,1
4604,CommunityCollege,0.12,Black,27,M,US Person,26000,578,0.39,undergrad,Business,32000.0,-1.035818181818182,-1.251818181818182,0,0,0,0
4605,CommunityCollege,0.12,Black,30,M,Non-US,27000,835,0.118,undergrad,Arts,54000.0,0.14872727272727282,-0.06727272727272718,1,1,1,1
4606,CommunityCollege,0.12,White,23,M,Non-US,5000,735,0.325,undergrad,STEM,31000.0,-0.1109090909090909,-0.3269090909090909,1,1,1,1
4607,CommunityCollege,0.12,White,24,F,Non-US,29000,599,0.085,graduate,Arts,30000.0,-0.13145454545454546,-0.34745454545454546,0,0,1,1
4608,CommunityCollege,0.12,White,23,F,Non-US,14000,417,0.452,graduate,Arts,36000.0,-1.6172727272727274,-1.8332727272727274,0,0,0,0
4609,ForProfit1,0.25,White,19,F,Non-US,48000,623,0.153,graduate,Arts,12000.0,-0.06618181818181817,-0.5161818181818182,0,0,1,0
4610,StateU,0.065,Other,19,M,Non-US,1500,712,0.455,undergrad,STEM,35000.0,-0.5255454545454545,-0.6425454545454545,0,0,1,0
4611,StateU,0.065,White,26,F,Non-US,49000,682,0.109,undergrad,Business,11000.0,0.2923636363636364,0.1753636363636364,1,1,1,1
4612,ForProfit1,0.25,White,27,F,US Person,25000,623,0.102,graduate,Arts,13000.0,-0.10218181818181818,-0.5521818181818182,0,0,1,0
4613,ForProfit1,0.25,White,19,F,US Person,1500,577,0.267,undergrad,Arts,20000.0,-0.8904545454545454,-1.3404545454545453,0,0,0,0
4614,CommunityCollege,0.12,White,21,F,US Person,10000,430,0.396,graduate,Arts,48000.0,-1.5820000000000003,-1.7980000000000003,0,0,0,0
4615,CommunityCollege,0.12,Black,23,M,US Person,1000,790,0.493,undergrad,STEM,19000.0,-0.520909090909091,-0.736909090909091,0,0,0,0
4616,CommunityCollege,0.12,White,33,F,Non-US,25000,517,0.054,graduate,Law,97000.0,0.10836363636363644,-0.10763636363636356,0,0,1,1
4617,ForProfit2,0.3,White,23,M,US Person,3500,845,0.144,undergrad,STEM,25000.0,0.6420909090909092,0.10209090909090912,1,0,1,1
4618,StateU,0.065,White,23,F,US Person,6000,626,0.185,undergrad,Business,33000.0,-0.32127272727272727,-0.43827272727272726,0,0,1,1
4619,CommunityCollege,0.12,Black,27,F,Non-US,15000,775,0.287,graduate,Arts,25000.0,-0.22945454545454544,-0.44545454545454544,0,0,1,0
4620,UVA,0.035,White,28,F,Non-US,48000,637,0.054,graduate,Business,58000.0,0.2827272727272727,0.21972727272727272,1,1,1,1
4621,CommunityCollege,0.12,White,26,M,US Person,10000,672,0.03,undergrad,STEM,17000.0,0.28,0.06400000000000003,1,0,1,1
4622,CommunityCollege,0.12,White,29,M,US Person,41000,676,0.192,graduate,Law,221000.0,0.5065454545454545,0.29054545454545455,1,1,1,1
4623,UVA,0.035,White,29,F,Non-US,26000,609,0.218,undergrad,Arts,89000.0,-0.629090909090909,-0.6920909090909091,0,0,0,0
4624,UVA,0.035,White,25,M,US Person,49000,797,0.196,undergrad,Arts,12000.0,0.3365454545454545,0.2735454545454545,0,0,1,1
4625,ForProfit2,0.3,White,29,M,Non-US,21000,583,0.256,undergrad,Business,31000.0,-0.5296363636363637,-1.0696363636363637,0,0,0,0
4626,StateU,0.065,Other,28,M,Non-US,39000,850,0.329,graduate,Law,109000.0,0.8032727272727274,0.6862727272727274,1,0,1,1
4627,CommunityCollege,0.12,Asian,19,F,Non-US,6000,683,0.273,undergrad,Business,22000.0,-0.14000000000000004,-0.35600000000000004,0,0,1,1
4628,ForProfit1,0.25,Asian,20,M,Non-US,3500,717,0.039,undergrad,STEM,16000.0,0.5366363636363637,0.08663636363636368,1,1,1,1
4629,ForProfit1,0.25,White,19,F,Non-US,4500,610,0.068,undergrad,Arts,50000.0,-0.45445454545454544,-0.9044545454545454,0,0,0,0
4630,ForProfit1,0.25,Black,20,M,Non-US,5000,783,0.108,undergrad,Arts,26000.0,-0.05236363636363631,-0.5023636363636363,0,0,1,0
4631,StateU,0.065,White,22,F,Non-US,13000,808,0.285,graduate,STEM,49000.0,0.3325454545454546,0.2155454545454546,1,1,1,1
4632,ForProfit1,0.25,White,27,M,Non-US,12000,850,0.317,undergrad,Business,174000.0,0.1652727272727273,-0.2847272727272727,0,0,1,1
4633,CommunityCollege,0.12,White,26,M,Non-US,24000,539,0.348,undergrad,Business,18000.0,-0.8556363636363635,-1.0716363636363635,0,0,0,0
4634,CommunityCollege,0.12,White,27,F,Non-US,15000,585,0.18,graduate,Arts,47000.0,-0.5563636363636363,-0.7723636363636363,0,0,0,0
4635,ForProfit2,0.3,White,19,F,Non-US,15000,543,0.279,graduate,Arts,15000.0,-0.8070909090909092,-1.3470909090909093,0,0,0,0
4636,ForProfit2,0.3,White,19,F,Non-US,52000,565,0.271,graduate,Arts,57000.0,-0.589090909090909,-1.129090909090909,0,0,0,0
4637,CommunityCollege,0.12,White,27,M,Non-US,17000,845,0.276,undergrad,STEM,21000.0,0.45909090909090905,0.24309090909090905,1,1,1,1
4638,StateU,0.065,Other,31,M,Non-US,29000,597,0.101,undergrad,Business,24000.0,-0.17072727272727267,-0.28772727272727266,0,0,1,1
4639,UVA,0.035,White,27,F,Non-US,27000,501,0.103,graduate,STEM,8000.0,-0.23581818181818176,-0.29881818181818176,0,0,1,1
4640,StateU,0.065,Other,35,F,Non-US,18000,421,0.139,undergrad,STEM,47000.0,-0.9527272727272729,-1.0697272727272729,0,0,0,0
4641,CommunityCollege,0.12,Black,24,F,Non-US,17000,649,0.267,undergrad,Business,60000.0,-0.6856363636363637,-0.9016363636363637,0,0,0,0
4642,UVA,0.035,Black,24,M,Non-US,23000,850,0.116,undergrad,Arts,39000.0,0.28327272727272734,0.22027272727272734,1,1,1,1
4643,ForProfit1,0.25,Asian,19,F,Non-US,10000,597,0.334,graduate,Law,53000.0,-0.30072727272727273,-0.7507272727272727,0,0,0,0
4644,CommunityCollege,0.12,Other,25,F,Non-US,46000,850,0.229,graduate,STEM,52000.0,0.7452727272727273,0.5292727272727273,1,1,1,1
4645,StateU,0.065,White,19,F,US Person,1500,630,0.15,undergrad,STEM,34000.0,-0.16372727272727267,-0.28072727272727266,0,0,1,1
4646,CommunityCollege,0.12,White,30,F,Non-US,29000,756,0.167,undergrad,Business,28000.0,0.32545454545454544,0.10945454545454544,0,0,1,1
4647,StateU,0.065,Other,19,F,Non-US,2500,494,0.1,undergrad,Arts,44000.0,-1.0022727272727272,-1.1192727272727272,0,0,0,0
4648,CommunityCollege,0.12,White,28,F,Non-US,48000,632,0.21,undergrad,STEM,18000.0,0.002545454545454573,-0.21345454545454542,0,0,1,1
4649,ForProfit1,0.25,White,25,M,Non-US,24000,620,0.184,undergrad,STEM,23000.0,-0.13309090909090904,-0.5830909090909091,0,0,1,0
4650,ForProfit1,0.25,White,21,M,US Person,4000,497,0.314,undergrad,Business,37000.0,-1.0603636363636362,-1.5103636363636361,0,0,0,0
4651,ForProfit1,0.25,Asian,32,M,Non-US,29000,632,0.3,graduate,Arts,10000.0,-0.2914545454545453,-0.7414545454545454,0,0,0,0
4652,CommunityCollege,0.12,Other,27,F,Non-US,30000,715,0.165,undergrad,Arts,51000.0,-0.1636363636363637,-0.37963636363636366,0,0,1,1
4653,StateU,0.065,White,19,M,Non-US,37000,699,0.25,graduate,STEM,51000.0,0.15018181818181822,0.033181818181818215,0,0,1,1
4654,StateU,0.065,White,19,F,Non-US,4500,708,0.44,undergrad,Arts,23000.0,-0.742090909090909,-0.859090909090909,0,0,0,0
4655,CommunityCollege,0.12,White,27,M,Non-US,53000,795,0.249,undergrad,STEM,19000.0,0.5472727272727272,0.3312727272727273,1,0,1,1
4656,StateU,0.065,White,28,M,US Person,21000,846,0.154,undergrad,Arts,64000.0,0.33072727272727276,0.21372727272727277,0,0,1,1
4657,StateU,0.065,Asian,19,M,Non-US,4000,499,0.207,undergrad,Arts,147000.0,-0.9890909090909091,-1.1060909090909092,0,0,0,0
4658,StateU,0.065,Asian,19,F,Non-US,7000,495,0.073,undergrad,Arts,58000.0,-0.7176363636363635,-0.8346363636363635,0,0,0,0
4659,ForProfit1,0.25,White,19,M,Non-US,7000,599,0.21,undergrad,Arts,67000.0,-0.7634545454545454,-1.2134545454545453,0,0,0,0
4660,ForProfit2,0.3,Other,24,F,Non-US,17000,495,0.309,graduate,STEM,28000.0,-0.7796363636363635,-1.3196363636363635,0,0,0,0
4661,StateU,0.065,Other,19,M,Non-US,5500,641,0.4,undergrad,Arts,10000.0,-0.9497272727272728,-1.0667272727272727,0,0,0,0
4662,UVA,0.035,White,19,F,Non-US,4000,445,0.316,undergrad,STEM,30000.0,-1.1534545454545455,-1.2164545454545455,0,0,0,0
4663,CommunityCollege,0.12,Asian,21,M,Non-US,1500,608,0.355,undergrad,Business,61000.0,-0.7037272727272726,-0.9197272727272726,0,0,0,0
4664,CommunityCollege,0.12,White,38,M,Non-US,39000,518,0.141,undergrad,Arts,32000.0,-0.628,-0.844,0,0,0,0
4665,ForProfit2,0.3,White,25,M,Non-US,32000,632,0.09,undergrad,Arts,24000.0,-0.15345454545454545,-0.6934545454545455,0,0,0,0
4666,CommunityCollege,0.12,White,34,M,Non-US,34000,476,0.125,undergrad,Business,52000.0,-0.6787272727272726,-0.8947272727272726,0,0,0,0
4667,CommunityCollege,0.12,Other,21,F,US Person,7500,677,0.076,undergrad,Business,47000.0,-0.058818181818181825,-0.27481818181818185,0,0,1,1
4668,ForProfit1,0.25,Black,26,F,Non-US,41000,818,0.183,graduate,STEM,33000.0,0.590909090909091,0.14090909090909104,1,0,1,1
4669,StateU,0.065,White,21,M,Non-US,1500,718,0.407,undergrad,Arts,14000.0,-0.6577272727272726,-0.7747272727272726,0,0,0,0
4670,ForProfit1,0.25,Other,23,F,Non-US,7000,850,0.225,undergrad,STEM,9000.0,0.46927272727272734,0.01927272727272733,1,1,1,1
4671,ForProfit2,0.3,White,26,F,Non-US,29000,444,0.107,undergrad,Arts,39000.0,-0.889090909090909,-1.4290909090909092,0,0,0,0
4672,UVA,0.035,Black,27,F,Non-US,29000,394,0.115,graduate,Business,114000.0,-1.0869090909090908,-1.1499090909090908,0,0,0,0
4673,StateU,0.065,White,23,F,Non-US,5000,784,0.238,undergrad,Arts,15000.0,-0.05872727272727274,-0.17572727272727273,0,0,1,1
4674,ForProfit2,0.3,White,19,F,Non-US,4500,850,0.327,undergrad,Arts,33000.0,0.00027272727272725783,-0.5397272727272728,0,0,1,0
4675,UVA,0.035,Other,21,M,Non-US,5000,615,0.207,undergrad,Arts,49000.0,-0.7612727272727272,-0.8242727272727273,0,0,0,0
4676,ForProfit1,0.25,White,19,M,Non-US,2000,695,0.12,undergrad,Business,42000.0,-0.06436363636363637,-0.5143636363636364,0,0,1,0
4677,CommunityCollege,0.12,White,30,F,Non-US,23000,651,0.385,graduate,Law,56000.0,-0.0783636363636363,-0.29436363636363627,0,0,1,1
4678,StateU,0.065,White,19,F,US Person,6500,469,0.302,undergrad,STEM,18000.0,-1.0231818181818184,-1.1401818181818184,0,0,0,0
4679,CommunityCollege,0.12,White,29,M,Non-US,23000,691,0.16,undergrad,Arts,38000.0,-0.13290909090909092,-0.34890909090909095,0,0,1,1
4680,StateU,0.065,White,19,F,Non-US,10000,850,0.233,graduate,STEM,19000.0,0.6712727272727272,0.5542727272727273,1,1,1,1
4681,StateU,0.065,Asian,28,M,Non-US,12000,778,0.143,undergrad,Arts,35000.0,0.3014545454545455,0.18445454545454548,1,0,1,1
4682,UVA,0.035,White,22,M,Non-US,6500,576,0.209,undergrad,STEM,21000.0,-0.44809090909090904,-0.511090909090909,0,0,1,0
4683,StateU,0.065,Black,21,M,Non-US,29000,555,0.148,graduate,Arts,37000.0,-0.6674545454545454,-0.7844545454545454,0,0,0,0
4684,CommunityCollege,0.12,Other,19,M,Non-US,19000,505,0.256,graduate,Arts,19000.0,-0.9252727272727274,-1.1412727272727274,0,0,0,0
4685,CommunityCollege,0.12,Asian,22,M,Non-US,12000,850,0.248,graduate,Arts,23000.0,0.5032727272727273,0.28727272727272735,1,1,1,1
4686,CommunityCollege,0.12,Other,20,F,Non-US,6500,830,0.131,undergrad,Arts,78000.0,0.18154545454545445,-0.03445454545454554,0,0,1,1
4687,StateU,0.065,White,26,M,US Person,46000,663,0.454,undergrad,Arts,36000.0,-0.6847272727272727,-0.8017272727272727,0,0,0,0
4688,StateU,0.065,White,24,M,US Person,57000,564,0.111,graduate,Arts,26000.0,-0.1427272727272727,-0.2597272727272727,0,0,1,1
4689,CommunityCollege,0.12,White,29,M,Non-US,24000,646,0.037,graduate,Arts,21000.0,0.10545454545454547,-0.11054545454545453,0,0,1,1
4690,ForProfit1,0.25,White,20,F,US Person,4500,353,0.088,undergrad,Arts,57000.0,-1.4290000000000003,-1.8790000000000002,0,0,0,0
4691,UVA,0.035,White,24,M,Non-US,33000,850,0.097,undergrad,Business,38000.0,0.8312727272727273,0.7682727272727272,1,0,1,1
4692,StateU,0.065,Black,28,F,Non-US,15000,776,0.137,undergrad,Business,55000.0,0.024181818181818193,-0.09281818181818181,0,0,1,1
